date_time(UTC:PDT+7),raw_pressure(cm),barocorrected_pressure(cm),water_temperature(deg_C),discharge_flag
2020-08-19 18:30:00,769.99,-14.439717499999915,13.243,0
2020-08-19 19:00:00,769.79,-14.427619899999968,13.5,0
2020-08-19 19:30:00,769.19,-14.796147999999903,13.905,0
2020-08-19 20:00:00,768.93,-14.727804600000013,14.491,0
2020-08-19 20:30:00,768.35,-15.235405899999932,14.915,0
2020-08-19 21:00:00,768.04,-15.383273599999939,15.197,0
2020-08-19 21:30:00,767.84,-15.3599592999999,15.424,0
2020-08-19 22:00:00,767.12,-15.982068099999992,15.673,0
2020-08-19 22:30:00,766.45,-16.57151179999994,15.759,0
2020-08-19 23:00:00,766.62,-16.393354199999976,15.783,0
2020-08-19 23:30:00,766.13,-16.784443299999907,15.792,0
2020-08-20 00:00:00,765.79,-17.01941420000003,15.732,0
2020-08-20 00:30:00,765.72,-17.002739699999893,15.648,0
2020-08-20 01:00:00,765.51,-17.083237799999893,15.53,0
2020-08-20 01:30:00,765.44,-17.176690899999926,15.392,0
2020-08-20 02:00:00,765.34,-17.430665599999884,15.198,0
2020-08-20 02:30:00,765.73,-17.352693799999884,14.975,0
2020-08-20 03:00:00,765.76,-17.600052199999936,14.705,0
2020-08-20 03:30:00,766.02,-17.51646029999995,14.44,0
2020-08-20 04:00:00,765.84,-17.857572899999923,14.177,0
2020-08-20 04:30:00,766.35,-17.64328589999991,13.921,0
2020-08-20 05:00:00,766.57,-17.50078309999992,13.668,0
2020-08-20 05:30:00,766.63,-17.394896599999925,13.425,0
2020-08-20 06:00:00,766.74,-17.227793399999882,13.197,0
2020-08-20 06:30:00,767.43,-16.611211799999978,12.983,0
2020-08-20 07:00:00,767.99,-16.072625499999845,12.775,0
2020-08-20 07:30:00,768.36,-15.801536399999918,12.589,0
2020-08-20 08:00:00,768.91,-15.092463199999884,12.391,0
2020-08-20 08:30:00,769.53,-14.197144199999912,12.197,0
2020-08-20 09:00:00,769.88,-13.651361799999904,12.015,0
2020-08-20 09:30:00,769.69,-13.791396499999905,11.862,0
2020-08-20 10:00:00,769.95,-13.404953699999965,11.718,0
2020-08-20 10:30:00,770.38,-12.939264200000025,11.59,0
2020-08-20 11:00:00,770.02,-13.264594399999964,11.483,0
2020-08-20 11:30:00,769.87,-13.31262439999989,11.406,0
2020-08-20 12:00:00,769.34,-13.848742599999923,11.336,0
2020-08-20 12:30:00,769.71,-13.47160469999983,11.281,0
2020-08-20 13:00:00,769.25,-14.048870199999897,11.217,0
2020-08-20 13:30:00,769.36,-14.050017499999967,11.118,0
2020-08-20 14:00:00,769.3,-14.200770799999987,11.024,0
2020-08-20 14:30:00,769.13,-14.32284489999995,10.943,0
2020-08-20 15:00:00,769.14,-14.19965819999993,10.902,0
2020-08-20 15:30:00,769.15,-14.126436800000079,10.88,0
2020-08-20 16:00:00,768.59,-14.34585699999991,10.931,0
