Serial_number:
2003905
Project ID:

Location:
Conness Creek Barologger
BAROMETRIC PRESSURE
UNIT: kPa
TEMPERATURE
UNIT: °C
Date,Time,ms,BAROMETRIC PRESSURE,TEMPERATURE
7/25/2020,08:43:12 pm,0,76.5365,20.325
7/25/2020,09:13:12 pm,0,76.5375,19.200
7/25/2020,09:43:12 pm,0,76.5279,20.352
7/25/2020,10:13:12 pm,0,76.5093,21.192
7/25/2020,10:43:12 pm,0,76.5539,19.451
7/25/2020,11:13:12 pm,0,76.5841,18.079
7/25/2020,11:43:12 pm,0,76.5999,17.140
7/26/2020,12:13:12 am,0,76.5723,16.497
7/26/2020,12:43:12 am,0,76.5909,16.139
7/26/2020,01:13:12 am,0,76.6217,15.559
7/26/2020,01:43:12 am,0,76.6111,15.738
7/26/2020,02:13:12 am,0,76.9084,15.287
7/26/2020,02:43:12 am,0,96.5749,20.769
7/26/2020,03:13:12 am,0,96.5742,20.779
7/26/2020,03:43:12 am,0,96.5437,20.858
7/26/2020,04:13:12 am,0,96.5267,20.905
7/26/2020,04:43:12 am,0,96.5013,20.944
7/26/2020,05:13:12 am,0,96.4702,20.987
7/26/2020,05:43:12 am,0,96.4524,21.034
7/26/2020,06:13:12 am,0,96.4580,21.086
7/26/2020,06:43:12 am,0,96.4574,21.142
7/26/2020,07:13:12 am,0,96.4368,21.215
7/26/2020,07:43:12 am,0,96.4470,21.343
7/26/2020,08:13:12 am,0,96.4359,21.416
7/26/2020,08:43:12 am,0,96.4408,21.477
7/26/2020,09:13:12 am,0,96.4162,21.535
7/26/2020,09:43:12 am,0,96.4162,21.592
7/26/2020,10:13:12 am,0,96.4508,21.649
7/26/2020,10:43:12 am,0,96.4857,21.702
7/26/2020,11:13:12 am,0,96.4938,21.752
7/26/2020,11:43:12 am,0,96.5083,21.793
7/26/2020,12:13:12 pm,0,96.5126,21.825
7/26/2020,12:43:12 pm,0,96.5274,21.847
7/26/2020,01:13:12 pm,0,76.7084,7.111
7/26/2020,01:43:12 pm,0,76.7139,7.789
7/26/2020,02:13:12 pm,0,76.7110,9.322
7/26/2020,02:43:12 pm,0,76.7244,10.852
7/26/2020,03:13:12 pm,0,76.7119,12.032
7/26/2020,03:43:12 pm,0,76.7047,12.924
7/26/2020,04:13:12 pm,0,76.6868,14.722
7/26/2020,04:43:12 pm,0,76.6786,17.513
7/26/2020,05:13:12 pm,0,76.6934,19.712
7/26/2020,05:43:12 pm,0,76.7028,21.331
7/26/2020,06:13:12 pm,0,76.6997,22.661
7/26/2020,06:43:12 pm,0,76.6925,24.144
7/26/2020,07:13:12 pm,0,76.6839,23.704
7/26/2020,07:43:12 pm,0,76.6628,22.826
7/26/2020,08:13:12 pm,0,76.6692,21.626
7/26/2020,08:43:12 pm,0,76.6576,21.330
7/26/2020,09:13:12 pm,0,76.6394,21.925
7/26/2020,09:43:12 pm,0,76.6280,22.093
7/26/2020,10:13:12 pm,0,76.6423,21.584
7/26/2020,10:43:12 pm,0,76.6536,21.158
7/26/2020,11:13:12 pm,0,76.6806,19.619
7/26/2020,11:43:12 pm,0,96.6021,17.483
7/27/2020,12:13:12 am,0,96.5537,21.152
7/27/2020,12:43:12 am,0,96.5040,21.118
7/27/2020,01:13:12 am,0,96.4633,21.092
7/27/2020,01:43:12 am,0,96.4474,21.077
7/27/2020,02:13:12 am,0,96.4501,21.077
7/27/2020,02:43:12 am,0,96.4250,21.084
7/27/2020,03:13:12 am,0,96.3696,21.102
7/27/2020,03:43:12 am,0,96.3021,21.132
7/27/2020,04:13:12 am,0,96.2246,21.172
7/27/2020,04:43:12 am,0,96.1618,21.223
7/27/2020,05:13:12 am,0,96.0951,21.284
7/27/2020,05:43:12 am,0,96.0640,21.354
7/27/2020,06:13:12 am,0,96.0139,21.430
7/27/2020,06:43:12 am,0,95.9671,21.512
7/27/2020,07:13:12 am,0,95.9554,21.598
7/27/2020,07:43:12 am,0,95.9167,21.684
7/27/2020,08:13:12 am,0,95.9116,21.768
7/27/2020,08:43:12 am,0,95.9157,21.852
7/27/2020,09:13:12 am,0,95.8937,21.936
7/27/2020,09:43:12 am,0,95.8638,22.016
7/27/2020,10:13:12 am,0,96.3604,22.094
7/27/2020,10:43:12 am,0,76.6859,8.067
7/27/2020,11:13:12 am,0,76.6928,8.020
7/27/2020,11:43:12 am,0,76.7118,7.874
7/27/2020,12:13:12 pm,0,76.6986,7.667
7/27/2020,12:43:12 pm,0,76.6934,7.554
7/27/2020,01:13:12 pm,0,76.7098,7.509
7/27/2020,01:43:12 pm,0,76.7039,7.669
7/27/2020,02:13:12 pm,0,76.6928,9.073
7/27/2020,02:43:12 pm,0,76.7034,10.344
7/27/2020,03:13:12 pm,0,76.6878,11.814
7/27/2020,03:43:12 pm,0,76.6708,12.328
7/27/2020,04:13:12 pm,0,76.6496,13.798
7/27/2020,04:43:12 pm,0,76.6461,16.144
7/27/2020,05:13:12 pm,0,76.6443,18.086
7/27/2020,05:43:12 pm,0,76.6397,20.372
7/27/2020,06:13:12 pm,0,76.6336,21.846
7/27/2020,06:43:12 pm,0,76.6280,23.891
7/27/2020,07:13:12 pm,0,76.6260,23.419
7/27/2020,07:43:12 pm,0,76.6122,23.251
7/27/2020,08:13:12 pm,0,76.6009,22.083
7/27/2020,08:43:12 pm,0,76.5759,21.988
7/27/2020,09:13:12 pm,0,95.6459,22.060
7/27/2020,09:43:12 pm,0,95.6054,22.026
7/27/2020,10:13:12 pm,0,95.5935,21.991
7/27/2020,10:43:12 pm,0,95.5991,21.956
7/27/2020,11:13:12 pm,0,95.6073,21.921
7/27/2020,11:43:12 pm,0,95.5739,21.888
7/28/2020,12:13:12 am,0,95.5773,21.855
7/28/2020,12:43:12 am,0,95.5457,21.827
7/28/2020,01:13:12 am,0,95.4995,21.806
7/28/2020,01:43:12 am,0,95.4338,21.799
7/28/2020,02:13:12 am,0,95.3750,21.802
