Serial_number:   
2004212   
Project ID:   
L2004212   
Location:   
Lyell_Fk_abv_Twin_Br_Stilling_Tu
LEVEL   
UNIT: cm   
Offset: 0.000000 cm   
TEMPERATURE   
UNIT: °C   
Date,Time,ms,LEVEL (cm),TEMPERATURE 
11/8/2018,2:00:00 AM,0,774.86,5.542 
11/8/2018,2:30:00 AM,0,774.97,5.379 
11/8/2018,3:00:00 AM,0,774.84,5.208 
11/8/2018,3:30:00 AM,0,774.82,5.036 
11/8/2018,4:00:00 AM,0,774.93,4.874 
11/8/2018,4:30:00 AM,0,774.89,4.713 
11/8/2018,5:00:00 AM,0,774.82,4.554 
11/8/2018,5:30:00 AM,0,774.97,4.413 
11/8/2018,6:00:00 AM,0,774.8,4.287 
11/8/2018,6:30:00 AM,0,774.84,4.171 
11/8/2018,7:00:00 AM,0,774.63,4.068 
11/8/2018,7:30:00 AM,0,774.45,3.971 
11/8/2018,8:00:00 AM,0,774.29,3.891 
11/8/2018,8:30:00 AM,0,774.33,3.837 
11/8/2018,9:00:00 AM,0,774.34,3.788 
11/8/2018,9:30:00 AM,0,774.4,3.752 
11/8/2018,10:00:00 AM,0,774.23,3.723 
11/8/2018,10:30:00 AM,0,773.98,3.697 
11/8/2018,11:00:00 AM,0,773.93,3.674 
11/8/2018,11:30:00 AM,0,774.09,3.656 
11/8/2018,12:00:00 PM,0,774.05,3.641 
11/8/2018,12:30:00 PM,0,774.06,3.646 
11/8/2018,1:00:00 PM,0,774.25,3.636 
11/8/2018,1:30:00 PM,0,774.42,3.643 
11/8/2018,2:00:00 PM,0,774.64,3.64 
11/8/2018,2:30:00 PM,0,774.7,3.613 
11/8/2018,3:00:00 PM,0,774.89,3.577 
11/8/2018,3:30:00 PM,0,775.25,3.554 
11/8/2018,4:00:00 PM,0,775.62,3.542 
11/8/2018,4:30:00 PM,0,775.82,3.599 
11/8/2018,5:00:00 PM,0,776.06,3.677 
11/8/2018,5:30:00 PM,0,776.07,3.824 
11/8/2018,6:00:00 PM,0,775.98,3.96 
11/8/2018,6:30:00 PM,0,776.31,4.077 
11/8/2018,7:00:00 PM,0,776.43,4.184 
11/8/2018,7:30:00 PM,0,776.26,4.293 
11/8/2018,8:00:00 PM,0,776.12,4.403 
11/8/2018,8:30:00 PM,0,775.94,4.492 
11/8/2018,9:00:00 PM,0,776.15,4.565 
11/8/2018,9:30:00 PM,0,776.32,4.637 
11/8/2018,10:00:00 PM,0,776.76,4.707 
11/8/2018,10:30:00 PM,0,776.91,4.76 
11/8/2018,11:00:00 PM,0,776.97,4.8 
11/8/2018,11:30:00 PM,0,777.29,4.748 
11/9/2018,12:00:00 AM,0,777.56,4.614 
11/9/2018,12:30:00 AM,0,777.52,4.501 
11/9/2018,1:00:00 AM,0,777.62,4.369 
11/9/2018,1:30:00 AM,0,777.8,4.246 
11/9/2018,2:00:00 AM,0,777.9,4.109 
11/9/2018,2:30:00 AM,0,777.84,3.969 
11/9/2018,3:00:00 AM,0,777.99,3.865 
11/9/2018,3:30:00 AM,0,778.23,3.788 
11/9/2018,4:00:00 AM,0,778.29,3.727 
11/9/2018,4:30:00 AM,0,778.51,3.687 
11/9/2018,5:00:00 AM,0,778.57,3.66 
11/9/2018,5:30:00 AM,0,778.77,3.599 
11/9/2018,6:00:00 AM,0,778.88,3.555 
11/9/2018,6:30:00 AM,0,778.77,3.555 
11/9/2018,7:00:00 AM,0,778.58,3.546 
11/9/2018,7:30:00 AM,0,778.45,3.513 
11/9/2018,8:00:00 AM,0,778.27,3.474 
11/9/2018,8:30:00 AM,0,778.18,3.448 
11/9/2018,9:00:00 AM,0,778,3.434 
11/9/2018,9:30:00 AM,0,778.06,3.411 
11/9/2018,10:00:00 AM,0,777.9,3.382 
11/9/2018,10:30:00 AM,0,777.77,3.359 
11/9/2018,11:00:00 AM,0,777.48,3.345 
11/9/2018,11:30:00 AM,0,777.38,3.327 
11/9/2018,12:00:00 PM,0,777.13,3.306 
11/9/2018,12:30:00 PM,0,776.95,3.302 
11/9/2018,1:00:00 PM,0,776.91,3.286 
11/9/2018,1:30:00 PM,0,776.65,3.263 
11/9/2018,2:00:00 PM,0,776.69,3.246 
11/9/2018,2:30:00 PM,0,776.82,3.235 
11/9/2018,3:00:00 PM,0,776.94,3.221 
11/9/2018,3:30:00 PM,0,777.01,3.205 
11/9/2018,4:00:00 PM,0,777.23,3.194 
11/9/2018,4:30:00 PM,0,777.25,3.234 
11/9/2018,5:00:00 PM,0,777.31,3.332 
11/9/2018,5:30:00 PM,0,777.43,3.443 
11/9/2018,6:00:00 PM,0,777.49,3.539 
11/9/2018,6:30:00 PM,0,777.47,3.629 
11/9/2018,7:00:00 PM,0,777.33,3.776 
11/9/2018,7:30:00 PM,0,777.16,3.936 
11/9/2018,8:00:00 PM,0,777.01,4.098 
11/9/2018,8:30:00 PM,0,776.72,4.253 
11/9/2018,9:00:00 PM,0,776.68,4.42 
11/9/2018,9:30:00 PM,0,776.62,4.575 
11/9/2018,10:00:00 PM,0,776.72,4.707 
11/9/2018,10:30:00 PM,0,776.71,4.811 
11/9/2018,11:00:00 PM,0,776.75,4.889 
11/9/2018,11:30:00 PM,0,776.9,4.939 
11/10/2018,12:00:00 AM,0,777,4.964 
11/10/2018,12:30:00 AM,0,777.06,4.968 
11/10/2018,1:00:00 AM,0,777.14,4.943 
11/10/2018,1:30:00 AM,0,777.26,4.813 
11/10/2018,2:00:00 AM,0,777.16,4.574 
11/10/2018,2:30:00 AM,0,777.14,4.364 
11/10/2018,3:00:00 AM,0,777.1,4.179 
11/10/2018,3:30:00 AM,0,776.95,4.013 
11/10/2018,4:00:00 AM,0,776.93,3.879 
11/10/2018,4:30:00 AM,0,776.86,3.774 
11/10/2018,5:00:00 AM,0,776.84,3.72 
11/10/2018,5:30:00 AM,0,776.94,3.669 
11/10/2018,6:00:00 AM,0,776.87,3.601 
11/10/2018,6:30:00 AM,0,776.66,3.571 
11/10/2018,7:00:00 AM,0,776.52,3.543 
11/10/2018,7:30:00 AM,0,776.46,3.52 
11/10/2018,8:00:00 AM,0,776.31,3.47 
11/10/2018,8:30:00 AM,0,775.94,3.443 
11/10/2018,9:00:00 AM,0,775.64,3.415 
11/10/2018,9:30:00 AM,0,775.33,3.39 
11/10/2018,10:00:00 AM,0,775.2,3.371 
11/10/2018,10:30:00 AM,0,774.65,3.348 
11/10/2018,11:00:00 AM,0,774.43,3.326 
11/10/2018,11:30:00 AM,0,774.11,3.303 
11/10/2018,12:00:00 PM,0,773.81,3.279 
11/10/2018,12:30:00 PM,0,773.59,3.255 
11/10/2018,1:00:00 PM,0,773.52,3.239 
11/10/2018,1:30:00 PM,0,773.49,3.225 
11/10/2018,2:00:00 PM,0,773.27,3.216 
11/10/2018,2:30:00 PM,0,773.21,3.184 
11/10/2018,3:00:00 PM,0,773.09,3.176 
11/10/2018,3:30:00 PM,0,773.31,3.159 
11/10/2018,4:00:00 PM,0,773.46,3.14 
11/10/2018,4:30:00 PM,0,773.37,3.123 
11/10/2018,5:00:00 PM,0,773.34,3.165 
11/10/2018,5:30:00 PM,0,773.34,3.269 
11/10/2018,6:00:00 PM,0,773.41,3.354 
11/10/2018,6:30:00 PM,0,773.4,3.431 
11/10/2018,7:00:00 PM,0,773.43,3.498 
11/10/2018,7:30:00 PM,0,773.39,3.625 
11/10/2018,8:00:00 PM,0,773.19,3.79 
11/10/2018,8:30:00 PM,0,773.13,3.951 
11/10/2018,9:00:00 PM,0,772.91,4.098 
11/10/2018,9:30:00 PM,0,772.8,4.246 
11/10/2018,10:00:00 PM,0,772.88,4.389 
11/10/2018,10:30:00 PM,0,772.86,4.515 
11/10/2018,11:00:00 PM,0,772.88,4.618 
11/10/2018,11:30:00 PM,0,772.98,4.693 
11/11/2018,12:00:00 AM,0,773.13,4.742 
11/11/2018,12:30:00 AM,0,773.11,4.764 
11/11/2018,1:00:00 AM,0,773.01,4.759 
11/11/2018,1:30:00 AM,0,773.03,4.695 
11/11/2018,2:00:00 AM,0,772.91,4.515 
11/11/2018,2:30:00 AM,0,773,4.288 
11/11/2018,3:00:00 AM,0,773.13,4.103 
11/11/2018,3:30:00 AM,0,773.15,3.937 
11/11/2018,4:00:00 AM,0,773.03,3.809 
11/11/2018,4:30:00 AM,0,773.16,3.719 
11/11/2018,5:00:00 AM,0,773.1,3.61 
11/11/2018,5:30:00 AM,0,773.02,3.564 
11/11/2018,6:00:00 AM,0,773.18,3.531 
11/11/2018,6:30:00 AM,0,773.19,3.49 
11/11/2018,7:00:00 AM,0,773.03,3.459 
11/11/2018,7:30:00 AM,0,773.05,3.427 
11/11/2018,8:00:00 AM,0,772.91,3.402 
11/11/2018,8:30:00 AM,0,772.78,3.381 
11/11/2018,9:00:00 AM,0,772.72,3.358 
11/11/2018,9:30:00 AM,0,772.8,3.331 
11/11/2018,10:00:00 AM,0,772.83,3.306 
11/11/2018,10:30:00 AM,0,772.61,3.282 
11/11/2018,11:00:00 AM,0,772.36,3.273 
11/11/2018,11:30:00 AM,0,772.29,3.255 
11/11/2018,12:00:00 PM,0,772.28,3.228 
11/11/2018,12:30:00 PM,0,772.61,3.206 
11/11/2018,1:00:00 PM,0,772.9,3.187 
11/11/2018,1:30:00 PM,0,773.03,3.169 
11/11/2018,2:00:00 PM,0,773.19,3.144 
11/11/2018,2:30:00 PM,0,773.46,3.133 
11/11/2018,3:00:00 PM,0,773.8,3.112 
11/11/2018,3:30:00 PM,0,773.89,3.084 
11/11/2018,4:00:00 PM,0,774.04,3.059 
11/11/2018,4:30:00 PM,0,774.31,3.06 
11/11/2018,5:00:00 PM,0,774.93,3.114 
11/11/2018,5:30:00 PM,0,775.01,3.2 
11/11/2018,6:00:00 PM,0,775.19,3.306 
11/11/2018,6:30:00 PM,0,775.25,3.417 
11/11/2018,7:00:00 PM,0,775.6,3.535 
11/11/2018,7:30:00 PM,0,775.92,3.665 
11/11/2018,8:00:00 PM,0,775.63,3.772 
11/11/2018,8:30:00 PM,0,775.53,3.881 
11/11/2018,9:00:00 PM,0,775.7,3.982 
11/11/2018,9:30:00 PM,0,776.27,4.091 
11/11/2018,10:00:00 PM,0,776.2,4.211 
11/11/2018,10:30:00 PM,0,776.34,4.313 
11/11/2018,11:00:00 PM,0,776.44,4.4 
11/11/2018,11:30:00 PM,0,776.57,4.468 
11/12/2018,12:00:00 AM,0,776.69,4.51 
11/12/2018,12:30:00 AM,0,776.93,4.523 
11/12/2018,1:00:00 AM,0,777.22,4.489 
11/12/2018,1:30:00 AM,0,777.42,4.371 
11/12/2018,2:00:00 AM,0,777.43,4.208 
11/12/2018,2:30:00 AM,0,777.51,4.073 
11/12/2018,3:00:00 AM,0,777.67,3.943 
11/12/2018,3:30:00 AM,0,777.81,3.86 
11/12/2018,4:00:00 AM,0,778.03,3.79 
11/12/2018,4:30:00 AM,0,778.27,3.73 
11/12/2018,5:00:00 AM,0,778.47,3.672 
11/12/2018,5:30:00 AM,0,778.51,3.645 
11/12/2018,6:00:00 AM,0,778.49,3.598 
11/12/2018,6:30:00 AM,0,778.43,3.563 
11/12/2018,7:00:00 AM,0,778.55,3.525 
11/12/2018,7:30:00 AM,0,778.5,3.489 
11/12/2018,8:00:00 AM,0,778.68,3.457 
11/12/2018,8:30:00 AM,0,778.85,3.412 
11/12/2018,9:00:00 AM,0,778.79,3.369 
11/12/2018,9:30:00 AM,0,778.58,3.325 
11/12/2018,10:00:00 AM,0,778.75,3.279 
11/12/2018,10:30:00 AM,0,778.67,3.236 
11/12/2018,11:00:00 AM,0,778.52,3.19 
11/12/2018,11:30:00 AM,0,778.56,3.148 
11/12/2018,12:00:00 PM,0,778.6,3.108 
11/12/2018,12:30:00 PM,0,778.64,3.063 
11/12/2018,1:00:00 PM,0,778.72,3.022 
11/12/2018,1:30:00 PM,0,778.71,2.984 
11/12/2018,2:00:00 PM,0,778.82,2.948 
11/12/2018,2:30:00 PM,0,778.91,2.914 
11/12/2018,3:00:00 PM,0,779.29,2.88 
11/12/2018,3:30:00 PM,0,779.62,2.847 
11/12/2018,4:00:00 PM,0,779.79,2.819 
11/12/2018,4:30:00 PM,0,779.92,2.819 
11/12/2018,5:00:00 PM,0,779.96,2.886 
11/12/2018,5:30:00 PM,0,780,2.986 
11/12/2018,6:00:00 PM,0,780.24,3.117 
11/12/2018,6:30:00 PM,0,780.31,3.248 
11/12/2018,7:00:00 PM,0,780.28,3.384 
11/12/2018,7:30:00 PM,0,780.31,3.523 
11/12/2018,8:00:00 PM,0,780.31,3.666 
11/12/2018,8:30:00 PM,0,780.37,3.807 
11/12/2018,9:00:00 PM,0,780.42,3.947 
11/12/2018,9:30:00 PM,0,780.42,4.079 
11/12/2018,10:00:00 PM,0,780.44,4.212 
11/12/2018,10:30:00 PM,0,780.73,4.329 
11/12/2018,11:00:00 PM,0,781.09,4.429 
11/12/2018,11:30:00 PM,0,781.32,4.507 
11/13/2018,12:00:00 AM,0,781.51,4.557 
11/13/2018,12:30:00 AM,0,781.82,4.578 
11/13/2018,1:00:00 AM,0,781.99,4.565 
11/13/2018,1:30:00 AM,0,782.21,4.502 
11/13/2018,2:00:00 AM,0,782.36,4.39 
11/13/2018,2:30:00 AM,0,782.53,4.252 
11/13/2018,3:00:00 AM,0,782.62,4.127 
11/13/2018,3:30:00 AM,0,782.62,4.012 
11/13/2018,4:00:00 AM,0,782.7,3.919 
11/13/2018,4:30:00 AM,0,782.91,3.856 
11/13/2018,5:00:00 AM,0,782.97,3.792 
11/13/2018,5:30:00 AM,0,783.1,3.743 
11/13/2018,6:00:00 AM,0,783.15,3.7 
11/13/2018,6:30:00 AM,0,783.09,3.658 
11/13/2018,7:00:00 AM,0,783.18,3.61 
11/13/2018,7:30:00 AM,0,782.82,3.564 
11/13/2018,8:00:00 AM,0,782.66,3.522 
11/13/2018,8:30:00 AM,0,782.51,3.479 
11/13/2018,9:00:00 AM,0,782.43,3.429 
11/13/2018,9:30:00 AM,0,782.43,3.382 
11/13/2018,10:00:00 AM,0,782.36,3.336 
11/13/2018,10:30:00 AM,0,782.39,3.289 
11/13/2018,11:00:00 AM,0,782.16,3.244 
11/13/2018,11:30:00 AM,0,782.15,3.201 
11/13/2018,12:00:00 PM,0,782.14,3.156 
11/13/2018,12:30:00 PM,0,782,3.112 
11/13/2018,1:00:00 PM,0,782,3.069 
11/13/2018,1:30:00 PM,0,782.06,3.028 
11/13/2018,2:00:00 PM,0,781.93,2.988 
11/13/2018,2:30:00 PM,0,781.88,2.95 
11/13/2018,3:00:00 PM,0,782,2.916 
11/13/2018,3:30:00 PM,0,782.29,2.886 
11/13/2018,4:00:00 PM,0,782.56,2.861 
11/13/2018,4:30:00 PM,0,782.63,2.838 
11/13/2018,5:00:00 PM,0,782.62,2.879 
11/13/2018,5:30:00 PM,0,782.61,2.968 
11/13/2018,6:00:00 PM,0,782.66,3.091 
11/13/2018,6:30:00 PM,0,782.71,3.219 
11/13/2018,7:00:00 PM,0,782.76,3.34 
11/13/2018,7:30:00 PM,0,782.69,3.467 
11/13/2018,8:00:00 PM,0,782.86,3.601 
11/13/2018,8:30:00 PM,0,782.74,3.735 
11/13/2018,9:00:00 PM,0,782.85,3.87 
11/13/2018,9:30:00 PM,0,782.73,3.985 
11/13/2018,10:00:00 PM,0,782.97,4.072 
11/13/2018,10:30:00 PM,0,783.12,4.14 
11/13/2018,11:00:00 PM,0,783.1,4.191 
11/13/2018,11:30:00 PM,0,783.09,4.226 
11/14/2018,12:00:00 AM,0,782.9,4.248 
11/14/2018,12:30:00 AM,0,783.03,4.258 
11/14/2018,1:00:00 AM,0,783.03,4.255 
11/14/2018,1:30:00 AM,0,783.12,4.233 
11/14/2018,2:00:00 AM,0,783.14,4.183 
11/14/2018,2:30:00 AM,0,783.16,4.113 
11/14/2018,3:00:00 AM,0,783.07,4.031 
11/14/2018,3:30:00 AM,0,782.81,3.949 
11/14/2018,4:00:00 AM,0,782.81,3.873 
11/14/2018,4:30:00 AM,0,782.94,3.806 
11/14/2018,5:00:00 AM,0,782.99,3.751 
11/14/2018,5:30:00 AM,0,782.91,3.707 
11/14/2018,6:00:00 AM,0,782.91,3.664 
11/14/2018,6:30:00 AM,0,782.87,3.623 
11/14/2018,7:00:00 AM,0,782.79,3.585 
11/14/2018,7:30:00 AM,0,782.55,3.544 
11/14/2018,8:00:00 AM,0,782.5,3.504 
11/14/2018,8:30:00 AM,0,782.34,3.459 
11/14/2018,9:00:00 AM,0,782.19,3.412 
11/14/2018,9:30:00 AM,0,782.11,3.362 
11/14/2018,10:00:00 AM,0,781.99,3.312 
11/14/2018,10:30:00 AM,0,781.87,3.259 
11/14/2018,11:00:00 AM,0,781.58,3.208 
11/14/2018,11:30:00 AM,0,781.36,3.158 
11/14/2018,12:00:00 PM,0,781.13,3.11 
11/14/2018,12:30:00 PM,0,781.09,3.064 
11/14/2018,1:00:00 PM,0,781,3.018 
11/14/2018,1:30:00 PM,0,780.94,2.975 
11/14/2018,2:00:00 PM,0,780.87,2.933 
11/14/2018,2:30:00 PM,0,780.75,2.891 
11/14/2018,3:00:00 PM,0,780.86,2.853 
11/14/2018,3:30:00 PM,0,780.95,2.815 
11/14/2018,4:00:00 PM,0,781.03,2.78 
11/14/2018,4:30:00 PM,0,780.95,2.781 
11/14/2018,5:00:00 PM,0,780.99,2.874 
11/14/2018,5:30:00 PM,0,780.77,3.012 
11/14/2018,6:00:00 PM,0,780.78,3.164 
11/14/2018,6:30:00 PM,0,780.74,3.309 
11/14/2018,7:00:00 PM,0,780.56,3.462 
11/14/2018,7:30:00 PM,0,780.38,3.621 
11/14/2018,8:00:00 PM,0,780.22,3.781 
11/14/2018,8:30:00 PM,0,780.01,3.931 
11/14/2018,9:00:00 PM,0,779.98,4.066 
11/14/2018,9:30:00 PM,0,780.01,4.198 
11/14/2018,10:00:00 PM,0,780.1,4.327 
11/14/2018,10:30:00 PM,0,780.29,4.441 
11/14/2018,11:00:00 PM,0,780.49,4.536 
11/14/2018,11:30:00 PM,0,780.61,4.611 
11/15/2018,12:00:00 AM,0,780.57,4.662 
11/15/2018,12:30:00 AM,0,780.5,4.685 
11/15/2018,1:00:00 AM,0,780.49,4.68 
11/15/2018,1:30:00 AM,0,780.61,4.642 
11/15/2018,2:00:00 AM,0,780.68,4.567 
11/15/2018,2:30:00 AM,0,780.63,4.466 
11/15/2018,3:00:00 AM,0,780.64,4.353 
11/15/2018,3:30:00 AM,0,780.52,4.235 
11/15/2018,4:00:00 AM,0,780.44,4.124 
11/15/2018,4:30:00 AM,0,780.43,4.029 
11/15/2018,5:00:00 AM,0,780.43,3.953 
11/15/2018,5:30:00 AM,0,780.41,3.887 
11/15/2018,6:00:00 AM,0,780.27,3.827 
11/15/2018,6:30:00 AM,0,780.03,3.775 
11/15/2018,7:00:00 AM,0,779.81,3.723 
11/15/2018,7:30:00 AM,0,779.54,3.675 
11/15/2018,8:00:00 AM,0,779.38,3.625 
11/15/2018,8:30:00 AM,0,779.1,3.573 
11/15/2018,9:00:00 AM,0,778.91,3.52 
11/15/2018,9:30:00 AM,0,778.84,3.467 
11/15/2018,10:00:00 AM,0,778.74,3.414 
11/15/2018,10:30:00 AM,0,778.58,3.361 
11/15/2018,11:00:00 AM,0,778.28,3.307 
11/15/2018,11:30:00 AM,0,778.02,3.255 
11/15/2018,12:00:00 PM,0,777.97,3.203 
11/15/2018,12:30:00 PM,0,777.9,3.153 
11/15/2018,1:00:00 PM,0,777.9,3.106 
11/15/2018,1:30:00 PM,0,777.91,3.057 
11/15/2018,2:00:00 PM,0,777.82,3.012 
11/15/2018,2:30:00 PM,0,777.79,2.967 
11/15/2018,3:00:00 PM,0,777.8,2.923 
11/15/2018,3:30:00 PM,0,777.75,2.883 
11/15/2018,4:00:00 PM,0,777.7,2.847 
11/15/2018,4:30:00 PM,0,777.49,2.824 
11/15/2018,5:00:00 PM,0,777.31,2.888 
11/15/2018,5:30:00 PM,0,777.04,3.009 
11/15/2018,6:00:00 PM,0,776.88,3.166 
11/15/2018,6:30:00 PM,0,776.82,3.321 
11/15/2018,7:00:00 PM,0,776.7,3.489 
11/15/2018,7:30:00 PM,0,776.69,3.667 
11/15/2018,8:00:00 PM,0,776.78,3.844 
11/15/2018,8:30:00 PM,0,776.79,4.026 
11/15/2018,9:00:00 PM,0,776.84,4.205 
11/15/2018,9:30:00 PM,0,777.02,4.376 
11/15/2018,10:00:00 PM,0,777.1,4.533 
11/15/2018,10:30:00 PM,0,777.11,4.665 
11/15/2018,11:00:00 PM,0,777.22,4.77 
11/15/2018,11:30:00 PM,0,777.31,4.846 
11/16/2018,12:00:00 AM,0,777.42,4.886 
11/16/2018,12:30:00 AM,0,777.5,4.895 
11/16/2018,1:00:00 AM,0,777.43,4.875 
11/16/2018,1:30:00 AM,0,777.51,4.82 
11/16/2018,2:00:00 AM,0,777.55,4.722 
11/16/2018,2:30:00 AM,0,777.29,4.595 
11/16/2018,3:00:00 AM,0,777.18,4.456 
11/16/2018,3:30:00 AM,0,777.13,4.32 
11/16/2018,4:00:00 AM,0,777.04,4.197 
11/16/2018,4:30:00 AM,0,777.04,4.099 
11/16/2018,5:00:00 AM,0,776.96,4.011 
11/16/2018,5:30:00 AM,0,776.75,3.944 
11/16/2018,6:00:00 AM,0,776.77,3.881 
11/16/2018,6:30:00 AM,0,776.6,3.828 
11/16/2018,7:00:00 AM,0,776.39,3.771 
11/16/2018,7:30:00 AM,0,776.1,3.715 
11/16/2018,8:00:00 AM,0,775.83,3.658 
11/16/2018,8:30:00 AM,0,775.75,3.601 
11/16/2018,9:00:00 AM,0,775.61,3.544 
11/16/2018,9:30:00 AM,0,775.42,3.489 
11/16/2018,10:00:00 AM,0,775.31,3.436 
11/16/2018,10:30:00 AM,0,775.24,3.383 
11/16/2018,11:00:00 AM,0,774.99,3.332 
11/16/2018,11:30:00 AM,0,774.71,3.28 
11/16/2018,12:00:00 PM,0,774.55,3.229 
11/16/2018,12:30:00 PM,0,774.51,3.179 
11/16/2018,1:00:00 PM,0,774.42,3.13 
11/16/2018,1:30:00 PM,0,774.22,3.083 
11/16/2018,2:00:00 PM,0,774.13,3.039 
11/16/2018,2:30:00 PM,0,774.07,2.994 
11/16/2018,3:00:00 PM,0,774.04,2.952 
11/16/2018,3:30:00 PM,0,774.05,2.912 
11/16/2018,4:00:00 PM,0,774.03,2.876 
11/16/2018,4:30:00 PM,0,773.99,2.84 
11/16/2018,5:00:00 PM,0,773.81,2.889 
11/16/2018,5:30:00 PM,0,773.72,3.008 
11/16/2018,6:00:00 PM,0,773.7,3.159 
11/16/2018,6:30:00 PM,0,773.73,3.304 
11/16/2018,7:00:00 PM,0,773.81,3.456 
11/16/2018,7:30:00 PM,0,773.86,3.617 
11/16/2018,8:00:00 PM,0,773.93,3.777 
11/16/2018,8:30:00 PM,0,773.91,3.934 
11/16/2018,9:00:00 PM,0,774.01,4.097 
11/16/2018,9:30:00 PM,0,774.15,4.25 
11/16/2018,10:00:00 PM,0,774.33,4.388 
11/16/2018,10:30:00 PM,0,774.58,4.505 
11/16/2018,11:00:00 PM,0,774.63,4.596 
11/16/2018,11:30:00 PM,0,774.69,4.656 
11/17/2018,12:00:00 AM,0,774.74,4.684 
11/17/2018,12:30:00 AM,0,774.76,4.684 
11/17/2018,1:00:00 AM,0,774.73,4.652 
11/17/2018,1:30:00 AM,0,774.64,4.585 
11/17/2018,2:00:00 AM,0,774.59,4.486 
11/17/2018,2:30:00 AM,0,774.54,4.37 
11/17/2018,3:00:00 AM,0,774.6,4.254 
11/17/2018,3:30:00 AM,0,774.55,4.142 
11/17/2018,4:00:00 AM,0,774.49,4.049 
11/17/2018,4:30:00 AM,0,774.49,3.977 
11/17/2018,5:00:00 AM,0,774.54,3.909 
11/17/2018,5:30:00 AM,0,774.44,3.846 
11/17/2018,6:00:00 AM,0,774.25,3.784 
11/17/2018,6:30:00 AM,0,774.02,3.722 
11/17/2018,7:00:00 AM,0,773.89,3.661 
11/17/2018,7:30:00 AM,0,773.72,3.6 
11/17/2018,8:00:00 AM,0,773.55,3.539 
11/17/2018,8:30:00 AM,0,773.42,3.482 
11/17/2018,9:00:00 AM,0,773.33,3.427 
11/17/2018,9:30:00 AM,0,773.29,3.373 
11/17/2018,10:00:00 AM,0,773.29,3.319 
11/17/2018,10:30:00 AM,0,773.28,3.264 
11/17/2018,11:00:00 AM,0,773.18,3.21 
11/17/2018,11:30:00 AM,0,773.05,3.158 
11/17/2018,12:00:00 PM,0,772.96,3.106 
11/17/2018,12:30:00 PM,0,772.91,3.056 
11/17/2018,1:00:00 PM,0,772.97,3.008 
11/17/2018,1:30:00 PM,0,773,2.96 
11/17/2018,2:00:00 PM,0,772.92,2.914 
11/17/2018,2:30:00 PM,0,772.97,2.868 
11/17/2018,3:00:00 PM,0,773,2.824 
11/17/2018,3:30:00 PM,0,773.09,2.782 
11/17/2018,4:00:00 PM,0,773.24,2.747 
11/17/2018,4:30:00 PM,0,773.35,2.709 
11/17/2018,5:00:00 PM,0,773.34,2.731 
11/17/2018,5:30:00 PM,0,773.5,2.829 
11/17/2018,6:00:00 PM,0,773.58,2.959 
11/17/2018,6:30:00 PM,0,773.64,3.106 
11/17/2018,7:00:00 PM,0,773.64,3.246 
11/17/2018,7:30:00 PM,0,773.58,3.391 
11/17/2018,8:00:00 PM,0,773.59,3.541 
11/17/2018,8:30:00 PM,0,773.68,3.69 
11/17/2018,9:00:00 PM,0,773.89,3.844 
11/17/2018,9:30:00 PM,0,774.02,3.997 
11/17/2018,10:00:00 PM,0,774.06,4.136 
11/17/2018,10:30:00 PM,0,774.06,4.254 
11/17/2018,11:00:00 PM,0,774.18,4.349 
11/17/2018,11:30:00 PM,0,774.3,4.414 
11/18/2018,12:00:00 AM,0,774.5,4.446 
11/18/2018,12:30:00 AM,0,774.61,4.45 
11/18/2018,1:00:00 AM,0,774.72,4.423 
11/18/2018,1:30:00 AM,0,774.76,4.366 
11/18/2018,2:00:00 AM,0,774.87,4.283 
11/18/2018,2:30:00 AM,0,774.83,4.188 
11/18/2018,3:00:00 AM,0,774.76,4.093 
11/18/2018,3:30:00 AM,0,774.7,4.006 
11/18/2018,4:00:00 AM,0,774.77,3.93 
11/18/2018,4:30:00 AM,0,774.81,3.862 
11/18/2018,5:00:00 AM,0,774.87,3.802 
11/18/2018,5:30:00 AM,0,774.83,3.738 
11/18/2018,6:00:00 AM,0,774.79,3.676 
11/18/2018,6:30:00 AM,0,774.66,3.614 
11/18/2018,7:00:00 AM,0,774.48,3.553 
11/18/2018,7:30:00 AM,0,774.39,3.494 
11/18/2018,8:00:00 AM,0,774.31,3.436 
11/18/2018,8:30:00 AM,0,774.31,3.38 
11/18/2018,9:00:00 AM,0,774.45,3.328 
11/18/2018,9:30:00 AM,0,774.5,3.274 
11/18/2018,10:00:00 AM,0,774.53,3.219 
11/18/2018,10:30:00 AM,0,774.51,3.165 
11/18/2018,11:00:00 AM,0,774.37,3.11 
11/18/2018,11:30:00 AM,0,774.29,3.055 
11/18/2018,12:00:00 PM,0,774.3,3.004 
11/18/2018,12:30:00 PM,0,774.23,2.953 
11/18/2018,1:00:00 PM,0,774.31,2.905 
11/18/2018,1:30:00 PM,0,774.34,2.858 
11/18/2018,2:00:00 PM,0,774.35,2.813 
11/18/2018,2:30:00 PM,0,774.39,2.768 
11/18/2018,3:00:00 PM,0,774.43,2.725 
11/18/2018,3:30:00 PM,0,774.55,2.683 
11/18/2018,4:00:00 PM,0,774.74,2.647 
11/18/2018,4:30:00 PM,0,774.78,2.609 
11/18/2018,5:00:00 PM,0,774.69,2.639 
11/18/2018,5:30:00 PM,0,774.81,2.74 
11/18/2018,6:00:00 PM,0,774.84,2.872 
11/18/2018,6:30:00 PM,0,774.85,3.027 
