"TOA5","DanaFk._297","CR800","15297","CR800.Std.11","CPU:DanaFk082114.CR8","42213","T15min"
"TIMESTAMP","RECORD","BattV","Lvl_ft","Temp_C","Observed","Lvl_ft_corr","Offset"
"TS","RN","Volts","feet","deg C","","feet",""
"","","Smp","Smp","Smp","Smp","Smp","Smp"
"2021-07-08 05:15:00",229344,12.61,0.735,14.39,1,0.984,0.25
"2021-07-08 05:30:00",229345,12.59,0.734,14.29,1,0.983,0.25
"2021-07-08 05:45:00",229346,12.6,0.735,14.2,1,0.985,0.25
"2021-07-08 06:00:00",229347,12.59,0.737,14.11,1,0.987,0.25
"2021-07-08 06:15:00",229348,12.59,0.737,14.02,1,0.987,0.25
"2021-07-08 06:30:00",229349,12.58,0.737,13.93,1,0.987,0.25
"2021-07-08 06:45:00",229350,12.57,0.738,13.85,1,0.988,0.25
"2021-07-08 07:00:00",229351,12.57,0.739,13.77,1,0.988,0.25
"2021-07-08 07:15:00",229352,12.57,0.738,13.7,1,0.988,0.25
"2021-07-08 07:30:00",229353,12.59,0.739,13.64,1,0.988,0.25
"2021-07-08 07:45:00",229354,12.61,0.74,13.59,1,0.99,0.25
"2021-07-08 08:00:00",229355,12.63,0.739,13.57,1,0.988,0.25
"2021-07-08 08:15:00",229356,12.66,0.739,13.56,1,0.989,0.25
"2021-07-08 08:30:00",229357,12.72,0.739,13.57,1,0.989,0.25
"2021-07-08 08:45:00",229358,12.8,0.741,13.61,1,0.991,0.25
"2021-07-08 09:00:00",229359,12.97,0.74,13.68,1,0.99,0.25
"2021-07-08 09:15:00",229360,13.25,0.741,13.79,1,0.99,0.25
"2021-07-08 09:30:00",229361,13.37,0.74,13.95,1,0.99,0.25
"2021-07-08 09:45:00",229362,13.35,0.74,14.15,1,0.99,0.25
"2021-07-08 10:00:00",229363,13.33,0.74,14.42,1,0.99,0.25
"2021-07-08 10:15:00",229364,13.32,0.74,14.71,1,0.99,0.25
"2021-07-08 10:30:00",229365,13.3,0.74,14.96,1,0.99,0.25
"2021-07-08 10:45:00",229366,13.27,0.741,15.23,1,0.991,0.25
"2021-07-08 11:00:00",229367,13.26,0.741,15.47,1,0.99,0.25
"2021-07-08 11:15:00",229368,13.26,0.739,15.69,1,0.989,0.25
"2021-07-08 11:30:00",229369,13.26,0.738,15.93,1,0.988,0.25
"2021-07-08 11:45:00",229370,13.25,0.739,16.13,1,0.989,0.25
"2021-07-08 12:00:00",229371,13.25,0.741,16.34,1,0.991,0.25
"2021-07-08 12:15:00",229372,13.24,0.739,16.6,1,0.989,0.25
"2021-07-08 12:30:00",229373,13.24,0.741,16.73,1,0.99,0.25
"2021-07-08 12:45:00",229374,13.23,0.739,17.04,1,0.989,0.25
"2021-07-08 13:00:00",229375,13.23,0.739,17.18,1,0.988,0.25
"2021-07-08 13:15:00",229376,13.22,0.738,17.44,1,0.988,0.25
"2021-07-08 13:30:00",229377,13.22,0.738,17.74,1,0.988,0.25
"2021-07-08 13:45:00",229378,13.22,0.739,17.94,1,0.988,0.25
"2021-07-08 14:00:00",229379,13.22,0.736,18.28,1,0.986,0.25
"2021-07-08 14:15:00",229380,13.21,0.734,18.53,1,0.984,0.25
"2021-07-08 14:30:00",229381,13.2,0.736,18.78,1,0.985,0.25
"2021-07-08 14:45:00",229382,13.19,0.733,19.01,1,0.983,0.25
"2021-07-08 15:00:00",229383,13.19,0.733,19.2,1,0.982,0.25
"2021-07-08 15:15:00",229384,13.18,0.735,19.36,1,0.985,0.25
"2021-07-08 15:30:00",229385,13.18,0.734,19.49,1,0.984,0.25
"2021-07-08 15:45:00",229386,13.18,0.73,19.56,1,0.98,0.25
"2021-07-08 16:00:00",229387,13.17,0.731,19.62,1,0.981,0.25
"2021-07-08 16:15:00",229388,13.17,0.732,19.67,1,0.982,0.25
"2021-07-08 16:30:00",229389,13.17,0.731,19.69,1,0.981,0.25
"2021-07-08 16:45:00",229390,13.15,0.729,19.69,1,0.979,0.25
"2021-07-08 17:00:00",229391,13.15,0.727,19.65,1,0.977,0.25
"2021-07-08 17:15:00",229392,13.17,0.726,19.58,1,0.975,0.25
"2021-07-08 17:30:00",229393,13.17,0.726,19.51,1,0.975,0.25
"2021-07-08 17:45:00",229394,13.18,0.725,19.43,1,0.974,0.25
"2021-07-08 18:00:00",229395,13.18,0.726,19.35,1,0.976,0.25
"2021-07-08 18:15:00",229396,13.15,0.723,19.26,1,0.973,0.25
"2021-07-08 18:30:00",229397,13.12,0.722,19.18,1,0.971,0.25
"2021-07-08 18:45:00",229398,13.1,0.72,19.09,1,0.97,0.25
"2021-07-08 19:00:00",229399,13.08,0.721,19.01,1,0.97,0.25
"2021-07-08 19:15:00",229400,13.06,0.719,18.92,1,0.968,0.25
"2021-07-08 19:30:00",229401,13.04,0.718,18.83,1,0.968,0.25
"2021-07-08 19:45:00",229402,13.02,0.716,18.75,1,0.966,0.25
"2021-07-08 20:00:00",229403,13,0.716,18.67,1,0.966,0.25
"2021-07-08 20:15:00",229404,12.99,0.716,18.6,1,0.965,0.25
"2021-07-08 20:30:00",229405,12.97,0.716,18.54,1,0.966,0.25
"2021-07-08 20:45:00",229406,12.96,0.714,18.46,1,0.964,0.25
"2021-07-08 21:00:00",229407,12.94,0.714,18.38,1,0.963,0.25
"2021-07-08 21:15:00",229408,12.93,0.714,18.28,1,0.964,0.25
"2021-07-08 21:30:00",229409,12.91,0.713,18.18,1,0.962,0.25
"2021-07-08 21:45:00",229410,12.91,0.712,18.08,1,0.961,0.25
"2021-07-08 22:00:00",229411,12.89,0.711,17.98,1,0.961,0.25
"2021-07-08 22:15:00",229412,12.88,0.713,17.88,1,0.963,0.25
"2021-07-08 22:30:00",229413,12.86,0.712,17.78,1,0.962,0.25
"2021-07-08 22:45:00",229414,12.85,0.712,17.68,1,0.962,0.25
"2021-07-08 23:00:00",229415,12.84,0.711,17.57,1,0.961,0.25
"2021-07-08 23:15:00",229416,12.83,0.712,17.47,1,0.961,0.25
"2021-07-08 23:30:00",229417,12.81,0.709,17.36,1,0.959,0.25
"2021-07-08 23:45:00",229418,12.81,0.711,17.25,1,0.961,0.25
"2021-07-09 00:00:00",229419,12.79,0.711,17.15,1,0.961,0.25
"2021-07-09 00:15:00",229420,12.78,0.711,17.04,1,0.961,0.25
"2021-07-09 00:30:00",229421,12.77,0.712,16.93,1,0.961,0.25
"2021-07-09 00:45:00",229422,12.76,0.712,16.83,1,0.962,0.25
"2021-07-09 01:00:00",229423,12.76,0.713,16.72,1,0.962,0.25
"2021-07-09 01:15:00",229424,12.75,0.712,16.61,1,0.962,0.25
"2021-07-09 01:30:00",229425,12.73,0.713,16.5,1,0.963,0.25
"2021-07-09 01:45:00",229426,12.72,0.714,16.4,1,0.964,0.25
"2021-07-09 02:00:00",229427,12.71,0.715,16.29,1,0.964,0.25
"2021-07-09 02:15:00",229428,12.7,0.716,16.19,1,0.965,0.25
"2021-07-09 02:30:00",229429,12.69,0.716,16.09,1,0.966,0.25
"2021-07-09 02:45:00",229430,12.69,0.716,15.98,1,0.966,0.25
"2021-07-09 03:00:00",229431,12.68,0.718,15.88,1,0.967,0.25
"2021-07-09 03:15:00",229432,12.67,0.719,15.78,1,0.969,0.25
"2021-07-09 03:30:00",229433,12.66,0.72,15.68,1,0.97,0.25
"2021-07-09 03:45:00",229434,12.65,0.719,15.59,1,0.969,0.25
"2021-07-09 04:00:00",229435,12.64,0.72,15.51,1,0.97,0.25
"2021-07-09 04:15:00",229436,12.64,0.721,15.42,1,0.971,0.25
"2021-07-09 04:30:00",229437,12.63,0.722,15.34,1,0.971,0.25
"2021-07-09 04:45:00",229438,12.62,0.723,15.25,1,0.973,0.25
"2021-07-09 05:00:00",229439,12.62,0.723,15.16,1,0.973,0.25
"2021-07-09 05:15:00",229440,12.61,0.724,15.07,1,0.973,0.25
"2021-07-09 05:30:00",229441,12.6,0.724,14.97,1,0.973,0.25
"2021-07-09 05:45:00",229442,12.6,0.723,14.87,1,0.973,0.25
"2021-07-09 06:00:00",229443,12.59,0.726,14.78,1,0.975,0.25
"2021-07-09 06:15:00",229444,12.59,0.725,14.69,1,0.975,0.25
"2021-07-09 06:30:00",229445,12.58,0.725,14.59,1,0.974,0.25
"2021-07-09 06:45:00",229446,12.58,0.727,14.5,1,0.976,0.25
"2021-07-09 07:00:00",229447,12.58,0.725,14.42,1,0.975,0.25
"2021-07-09 07:15:00",229448,12.57,0.727,14.34,1,0.977,0.25
"2021-07-09 07:30:00",229449,12.59,0.725,14.27,1,0.975,0.25
"2021-07-09 07:45:00",229450,12.65,0.727,14.22,1,0.977,0.25
"2021-07-09 08:00:00",229451,12.8,0.727,14.18,1,0.977,0.25
"2021-07-09 08:15:00",229452,12.91,0.728,14.19,1,0.977,0.25
"2021-07-09 08:30:00",229453,13.04,0.729,14.22,1,0.978,0.25
"2021-07-09 08:45:00",229454,13.17,0.729,14.28,1,0.979,0.25
"2021-07-09 09:00:00",229455,13.31,0.728,14.38,1,0.977,0.25
"2021-07-09 09:15:00",229456,13.37,0.727,14.51,1,0.977,0.25
"2021-07-09 09:30:00",229457,13.35,0.727,14.68,1,0.976,0.25
"2021-07-09 09:45:00",229458,13.33,0.727,14.89,1,0.977,0.25
"2021-07-09 10:00:00",229459,13.31,0.727,15.16,1,0.976,0.25
"2021-07-09 10:15:00",229460,13.3,0.726,15.45,1,0.976,0.25
"2021-07-09 10:30:00",229461,13.27,0.728,15.67,1,0.978,0.25
"2021-07-09 10:45:00",229462,13.26,0.728,15.85,1,0.978,0.25
"2021-07-09 11:00:00",229463,13.24,0.728,16.06,1,0.978,0.25
"2021-07-09 11:15:00",229464,13.24,0.727,16.26,1,0.977,0.25
"2021-07-09 11:30:00",229465,13.24,0.728,16.38,1,0.977,0.25
"2021-07-09 11:45:00",229466,13.23,0.73,16.51,1,0.979,0.25
"2021-07-09 12:00:00",229467,13.23,0.727,16.69,1,0.976,0.25
"2021-07-09 12:15:00",229468,13.23,0.727,16.68,1,0.977,0.25
"2021-07-09 12:30:00",229469,13.23,0.728,16.72,1,0.977,0.25
"2021-07-09 12:45:00",229470,13.23,0.728,16.74,1,0.977,0.25
"2021-07-09 13:00:00",229471,13.22,0.728,16.81,1,0.977,0.25
"2021-07-09 13:15:00",229472,13.22,0.726,17.04,1,0.976,0.25
"2021-07-09 13:30:00",229473,13.21,0.729,17.22,1,0.978,0.25
"2021-07-09 13:45:00",229474,13.21,0.728,17.42,1,0.978,0.25
"2021-07-09 14:00:00",229475,13.2,0.729,17.82,1,0.979,0.25
"2021-07-09 14:15:00",229476,13.19,0.728,18.06,1,0.977,0.25
"2021-07-09 14:30:00",229477,13.18,0.727,18.27,1,0.977,0.25
"2021-07-09 14:45:00",229478,13.18,0.726,18.63,1,0.976,0.25
"2021-07-09 15:00:00",229479,13.17,0.726,18.9,1,0.975,0.25
"2021-07-09 15:15:00",229480,13.16,0.725,19.14,1,0.974,0.25
"2021-07-09 15:30:00",229481,13.16,0.725,19.28,1,0.974,0.25
"2021-07-09 15:45:00",229482,13.16,0.721,19.42,1,0.971,0.25
"2021-07-09 16:00:00",229483,13.15,0.718,19.54,1,0.968,0.25
"2021-07-09 16:15:00",229484,13.15,0.72,19.62,1,0.97,0.25
"2021-07-09 16:30:00",229485,13.15,0.719,19.67,1,0.969,0.25
"2021-07-09 16:45:00",229486,13.16,0.717,19.67,1,0.967,0.25
"2021-07-09 17:00:00",229487,13.17,0.715,19.57,1,0.965,0.25
"2021-07-09 17:15:00",229488,13.17,0.715,19.46,1,0.964,0.25
"2021-07-09 17:30:00",229489,13.18,0.713,19.37,1,0.963,0.25
"2021-07-09 17:45:00",229490,13.18,0.713,19.29,1,0.962,0.25
"2021-07-09 18:00:00",229491,13.17,0.713,19.25,1,0.962,0.25
"2021-07-09 18:15:00",229492,13.18,0.713,19.18,1,0.963,0.25
"2021-07-09 18:30:00",229493,13.16,0.712,19.12,1,0.962,0.25
"2021-07-09 18:45:00",229494,13.13,0.711,19.05,1,0.96,0.25
"2021-07-09 19:00:00",229495,13.11,0.711,18.95,1,0.961,0.25
"2021-07-09 19:15:00",229496,13.09,0.711,18.84,1,0.96,0.25
"2021-07-09 19:30:00",229497,13.06,0.711,18.74,1,0.96,0.25
"2021-07-09 19:45:00",229498,13.04,0.709,18.65,1,0.959,0.25
"2021-07-09 20:00:00",229499,13.03,0.709,18.56,1,0.958,0.25
"2021-07-09 20:15:00",229500,13.01,0.709,18.47,1,0.959,0.25
"2021-07-09 20:30:00",229501,12.99,0.71,18.38,1,0.96,0.25
"2021-07-09 20:45:00",229502,12.98,0.71,18.3,1,0.96,0.25
"2021-07-09 21:00:00",229503,12.96,0.708,18.22,1,0.958,0.25
"2021-07-09 21:15:00",229504,12.95,0.709,18.13,1,0.959,0.25
"2021-07-09 21:30:00",229505,12.94,0.708,18.05,1,0.958,0.25
"2021-07-09 21:45:00",229506,12.92,0.708,17.97,1,0.958,0.25
"2021-07-09 22:00:00",229507,12.91,0.708,17.89,1,0.958,0.25
"2021-07-09 22:15:00",229508,12.9,0.709,17.8,1,0.959,0.25
"2021-07-09 22:30:00",229509,12.88,0.71,17.72,1,0.959,0.25
"2021-07-09 22:45:00",229510,12.87,0.71,17.63,1,0.96,0.25
"2021-07-09 23:00:00",229511,12.86,0.715,17.55,1,0.965,0.25
"2021-07-09 23:15:00",229512,12.85,0.729,17.46,1,0.978,0.25
"2021-07-09 23:30:00",229513,12.84,0.741,17.37,1,0.991,0.25
"2021-07-09 23:45:00",229514,12.83,0.759,17.29,1,1.009,0.25
"2021-07-10 00:00:00",229515,12.82,0.872,17.19,1,1.122,0.25
"2021-07-10 00:15:00",229516,12.8,0.874,17.1,1,1.123,0.25
"2021-07-10 00:30:00",229517,12.8,0.869,17.01,1,1.119,0.25
"2021-07-10 00:45:00",229518,12.78,0.865,16.91,1,1.115,0.25
"2021-07-10 01:00:00",229519,12.77,0.86,16.8,1,1.11,0.25
"2021-07-10 01:15:00",229520,12.76,0.854,16.68,1,1.104,0.25
"2021-07-10 01:30:00",229521,12.75,0.848,16.56,1,1.098,0.25
"2021-07-10 01:45:00",229522,12.74,0.845,16.43,1,1.094,0.25
"2021-07-10 02:00:00",229523,12.73,0.84,16.31,1,1.09,0.25
"2021-07-10 02:15:00",229524,12.72,0.836,16.18,1,1.086,0.25
"2021-07-10 02:30:00",229525,12.71,0.832,16.04,1,1.082,0.25
"2021-07-10 02:45:00",229526,12.7,0.829,15.9,1,1.079,0.25
"2021-07-10 03:00:00",229527,12.7,0.828,15.77,1,1.077,0.25
"2021-07-10 03:15:00",229528,12.69,0.826,15.63,1,1.075,0.25
"2021-07-10 03:30:00",229529,12.68,0.823,15.48,1,1.073,0.25
"2021-07-10 03:45:00",229530,12.67,0.821,15.35,1,1.071,0.25
"2021-07-10 04:00:00",229531,12.66,0.821,15.21,1,1.07,0.25
"2021-07-10 04:15:00",229532,12.65,0.816,15.07,1,1.066,0.25
"2021-07-10 04:30:00",229533,12.64,0.816,14.95,1,1.065,0.25
"2021-07-10 04:45:00",229534,12.64,0.814,14.82,1,1.064,0.25
"2021-07-10 05:00:00",229535,12.63,0.811,14.68,1,1.061,0.25
"2021-07-10 05:15:00",229536,12.63,0.81,14.55,1,1.059,0.25
"2021-07-10 05:30:00",229537,12.62,0.806,14.42,1,1.056,0.25
"2021-07-10 05:45:00",229538,12.61,0.805,14.29,1,1.055,0.25
"2021-07-10 06:00:00",229539,12.6,0.807,14.17,1,1.057,0.25
"2021-07-10 06:15:00",229540,12.6,0.804,14.06,1,1.054,0.25
"2021-07-10 06:30:00",229541,12.59,0.803,13.96,1,1.053,0.25
"2021-07-10 06:45:00",229542,12.59,0.803,13.87,1,1.053,0.25
"2021-07-10 07:00:00",229543,12.58,0.798,13.78,1,1.048,0.25
"2021-07-10 07:15:00",229544,12.58,0.798,13.69,1,1.047,0.25
"2021-07-10 07:30:00",229545,12.59,0.797,13.62,1,1.047,0.25
"2021-07-10 07:45:00",229546,12.64,0.797,13.57,1,1.047,0.25
"2021-07-10 08:00:00",229547,12.7,0.796,13.54,1,1.046,0.25
"2021-07-10 08:15:00",229548,12.78,0.795,13.54,1,1.045,0.25
"2021-07-10 08:30:00",229549,12.88,0.793,13.57,1,1.043,0.25
"2021-07-10 08:45:00",229550,13.05,0.793,13.63,1,1.042,0.25
"2021-07-10 09:00:00",229551,13.29,0.793,13.74,1,1.042,0.25
"2021-07-10 09:15:00",229552,13.37,0.792,13.86,1,1.042,0.25
"2021-07-10 09:30:00",229553,13.36,0.791,14.01,1,1.041,0.25
"2021-07-10 09:45:00",229554,13.34,0.791,14.2,1,1.04,0.25
"2021-07-10 10:00:00",229555,13.32,0.79,14.44,1,1.04,0.25
"2021-07-10 10:15:00",229556,13.3,0.789,14.68,1,1.038,0.25
"2021-07-10 10:30:00",229557,13.28,0.787,14.83,1,1.037,0.25
"2021-07-10 10:45:00",229558,13.24,0.787,14.88,1,1.037,0.25
"2021-07-10 11:00:00",229559,13.27,0.786,14.85,1,1.036,0.25
"2021-07-10 11:15:00",229560,13.28,0.785,14.81,1,1.034,0.25
"2021-07-10 11:30:00",229561,13.27,0.786,14.84,1,1.036,0.25
"2021-07-10 11:45:00",229562,13.27,0.785,14.93,1,1.035,0.25
"2021-07-10 12:00:00",229563,13.26,0.783,15.16,1,1.033,0.25
"2021-07-10 12:15:00",229564,13.25,0.784,15.5,1,1.033,0.25
"2021-07-10 12:30:00",229565,13.24,0.78,15.87,1,1.03,0.25
"2021-07-10 12:45:00",229566,13.23,0.781,16.37,1,1.031,0.25
"2021-07-10 13:00:00",229567,13.22,0.781,16.69,1,1.03,0.25
"2021-07-10 13:15:00",229568,13.22,0.779,16.8,1,1.029,0.25
"2021-07-10 13:30:00",229569,13.21,0.779,17.04,1,1.029,0.25
"2021-07-10 13:45:00",229570,13.21,0.779,17.09,1,1.029,0.25
"2021-07-10 14:00:00",229571,13.21,0.776,17.17,1,1.026,0.25
"2021-07-10 14:15:00",229572,13.19,0.777,17.46,1,1.027,0.25
"2021-07-10 14:30:00",229573,13.19,0.774,17.63,1,1.023,0.25
"2021-07-10 14:45:00",229574,13.19,0.774,17.8,1,1.023,0.25
"2021-07-10 15:00:00",229575,13.18,0.771,18,1,1.021,0.25
"2021-07-10 15:15:00",229576,13.18,0.769,18.16,1,1.018,0.25
"2021-07-10 15:30:00",229577,13.17,0.771,18.28,1,1.02,0.25
"2021-07-10 15:45:00",229578,13.17,0.769,18.4,1,1.019,0.25
"2021-07-10 16:00:00",229579,13.16,0.768,18.52,1,1.018,0.25
"2021-07-10 16:15:00",229580,13.15,0.766,18.66,1,1.015,0.25
"2021-07-10 16:30:00",229581,13.15,0.767,18.79,1,1.017,0.25
"2021-07-10 16:45:00",229582,13.14,0.766,18.89,1,1.016,0.25
"2021-07-10 17:00:00",229583,13.14,0.763,18.94,1,1.013,0.25
"2021-07-10 17:15:00",229584,13.14,0.764,18.96,1,1.014,0.25
"2021-07-10 17:30:00",229585,13.15,0.764,18.95,1,1.013,0.25
"2021-07-10 17:45:00",229586,13.16,0.762,18.94,1,1.011,0.25
"2021-07-10 18:00:00",229587,13.17,0.761,18.91,1,1.01,0.25
"2021-07-10 18:15:00",229588,13.15,0.759,18.85,1,1.008,0.25
"2021-07-10 18:30:00",229589,13.13,0.758,18.8,1,1.008,0.25
"2021-07-10 18:45:00",229590,13.1,0.757,18.72,1,1.007,0.25
"2021-07-10 19:00:00",229591,13.08,0.757,18.65,1,1.007,0.25
"2021-07-10 19:15:00",229592,13.06,0.756,18.57,1,1.005,0.25
"2021-07-10 19:30:00",229593,13.03,0.755,18.51,1,1.005,0.25
"2021-07-10 19:45:00",229594,13.02,0.756,18.45,1,1.006,0.25
"2021-07-10 20:00:00",229595,13,0.754,18.39,1,1.004,0.25
"2021-07-10 20:15:00",229596,12.98,0.755,18.34,1,1.005,0.25
"2021-07-10 20:30:00",229597,12.97,0.755,18.29,1,1.005,0.25
"2021-07-10 20:45:00",229598,12.95,0.754,18.23,1,1.004,0.25
"2021-07-10 21:00:00",229599,12.93,0.759,18.16,1,1.008,0.25
"2021-07-10 21:15:00",229600,12.92,0.76,18.08,1,1.01,0.25
"2021-07-10 21:30:00",229601,12.91,0.768,17.99,1,1.018,0.25
"2021-07-10 21:45:00",229602,12.89,0.773,17.91,1,1.022,0.25
"2021-07-10 22:00:00",229603,12.88,0.773,17.81,1,1.023,0.25
"2021-07-10 22:15:00",229604,12.87,0.775,17.72,1,1.025,0.25
"2021-07-10 22:30:00",229605,12.86,0.774,17.62,1,1.023,0.25
"2021-07-10 22:45:00",229606,12.85,0.777,17.52,1,1.026,0.25
"2021-07-10 23:00:00",229607,12.83,0.775,17.39,1,1.024,0.25
"2021-07-10 23:15:00",229608,12.82,0.776,17.27,1,1.025,0.25
"2021-07-10 23:30:00",229609,12.81,0.774,17.15,1,1.024,0.25
"2021-07-10 23:45:00",229610,12.8,0.772,17.02,1,1.021,0.25
"2021-07-11 00:00:00",229611,12.79,0.772,16.9,1,1.022,0.25
"2021-07-11 00:15:00",229612,12.78,0.771,16.77,1,1.021,0.25
"2021-07-11 00:30:00",229613,12.77,0.771,16.65,1,1.02,0.25
"2021-07-11 00:45:00",229614,12.75,0.769,16.54,1,1.019,0.25
"2021-07-11 01:00:00",229615,12.74,0.768,16.43,1,1.018,0.25
"2021-07-11 01:15:00",229616,12.73,0.771,16.31,1,1.02,0.25
"2021-07-11 01:30:00",229617,12.72,0.77,16.2,1,1.019,0.25
"2021-07-11 01:45:00",229618,12.71,0.767,16.08,1,1.017,0.25
"2021-07-11 02:00:00",229619,12.7,0.767,15.97,1,1.017,0.25
"2021-07-11 02:15:00",229620,12.7,0.767,15.87,1,1.016,0.25
"2021-07-11 02:30:00",229621,12.69,0.767,15.76,1,1.017,0.25
"2021-07-11 02:45:00",229622,12.68,0.766,15.66,1,1.016,0.25
"2021-07-11 03:00:00",229623,12.67,0.765,15.55,1,1.015,0.25
"2021-07-11 03:15:00",229624,12.66,0.765,15.45,1,1.014,0.25
"2021-07-11 03:30:00",229625,12.66,0.766,15.36,1,1.016,0.25
"2021-07-11 03:45:00",229626,12.64,0.767,15.27,1,1.016,0.25
"2021-07-11 04:00:00",229627,12.64,0.766,15.18,1,1.015,0.25
"2021-07-11 04:15:00",229628,12.63,0.766,15.09,1,1.016,0.25
"2021-07-11 04:30:00",229629,12.63,0.766,14.99,1,1.015,0.25
"2021-07-11 04:45:00",229630,12.62,0.764,14.89,1,1.013,0.25
"2021-07-11 05:00:00",229631,12.61,0.764,14.79,1,1.014,0.25
"2021-07-11 05:15:00",229632,12.6,0.765,14.69,1,1.014,0.25
"2021-07-11 05:30:00",229633,12.6,0.766,14.6,1,1.016,0.25
"2021-07-11 05:45:00",229634,12.59,0.764,14.51,1,1.014,0.25
"2021-07-11 06:00:00",229635,12.59,0.764,14.42,1,1.014,0.25
"2021-07-11 06:15:00",229636,12.59,0.764,14.34,1,1.013,0.25
"2021-07-11 06:30:00",229637,12.58,0.765,14.25,1,1.015,0.25
"2021-07-11 06:45:00",229638,12.58,0.765,14.15,1,1.015,0.25
"2021-07-11 07:00:00",229639,12.57,0.764,14.07,1,1.014,0.25
"2021-07-11 07:15:00",229640,12.58,0.762,13.99,1,1.011,0.25
"2021-07-11 07:30:00",229641,12.58,0.762,13.91,1,1.012,0.25
"2021-07-11 07:45:00",229642,12.63,0.761,13.85,1,1.011,0.25
"2021-07-11 08:00:00",229643,12.68,0.763,13.82,1,1.013,0.25
"2021-07-11 08:15:00",229644,12.76,0.762,13.82,1,1.012,0.25
"2021-07-11 08:30:00",229645,12.87,0.762,13.86,1,1.012,0.25
"2021-07-11 08:45:00",229646,12.99,0.763,13.92,1,1.013,0.25
"2021-07-11 09:00:00",229647,13.15,0.762,14.03,1,1.012,0.25
"2021-07-11 09:15:00",229648,13.34,0.761,14.16,1,1.011,0.25
"2021-07-11 09:30:00",229649,13.33,0.761,14.34,1,1.011,0.25
"2021-07-11 09:45:00",229650,13.32,0.762,14.53,1,1.012,0.25
"2021-07-11 10:00:00",229651,13.31,0.761,14.66,1,1.01,0.25
"2021-07-11 10:15:00",229652,13.3,0.761,14.84,1,1.011,0.25
"2021-07-11 10:30:00",229653,13.28,0.761,15.09,1,1.011,0.25
"2021-07-11 10:45:00",229654,13.26,0.761,15.3,1,1.011,0.25
"2021-07-11 11:00:00",229655,13.24,0.76,15.54,1,1.01,0.25
"2021-07-11 11:15:00",229656,13.24,0.759,15.63,1,1.009,0.25
"2021-07-11 11:30:00",229657,13.24,0.758,15.71,1,1.008,0.25
"2021-07-11 11:45:00",229658,13.24,0.761,15.89,1,1.011,0.25
"2021-07-11 12:00:00",229659,13.23,0.76,16.11,1,1.01,0.25
"2021-07-11 12:15:00",229660,13.23,0.758,16.17,1,1.008,0.25
"2021-07-11 12:30:00",229661,13.22,0.758,16.27,1,1.008,0.25
"2021-07-11 12:45:00",229662,13.22,0.759,16.53,1,1.008,0.25
"2021-07-11 13:00:00",229663,13.21,0.753,16.65,1,1.003,0.25
"2021-07-11 13:15:00",229664,13.21,0.757,16.93,1,1.007,0.25
"2021-07-11 13:30:00",229665,13.21,0.756,17.17,1,1.006,0.25
"2021-07-11 13:45:00",229666,13.2,0.755,17.2,1,1.005,0.25
"2021-07-11 14:00:00",229667,13.2,0.754,17.33,1,1.004,0.25
"2021-07-11 14:15:00",229668,13.19,0.754,17.44,1,1.004,0.25
"2021-07-11 14:30:00",229669,13.18,0.756,17.52,1,1.006,0.25
"2021-07-11 14:45:00",229670,13.18,0.755,17.7,1,1.005,0.25
"2021-07-11 15:00:00",229671,13.17,0.753,18.01,1,1.003,0.25
"2021-07-11 15:15:00",229672,13.16,0.752,18.35,1,1.001,0.25
"2021-07-11 15:30:00",229673,13.16,0.752,18.61,1,1.002,0.25
"2021-07-11 15:45:00",229674,13.15,0.751,18.79,1,1,0.25
"2021-07-11 16:00:00",229675,13.15,0.75,18.94,1,1,0.25
"2021-07-11 16:15:00",229676,13.15,0.748,19,1,0.997,0.25
"2021-07-11 16:30:00",229677,13.15,0.748,19.02,1,0.998,0.25
"2021-07-11 16:45:00",229678,13.15,0.749,18.96,1,0.999,0.25
"2021-07-11 17:00:00",229679,13.15,0.746,18.91,1,0.995,0.25
"2021-07-11 17:15:00",229680,13.15,0.744,18.83,1,0.994,0.25
"2021-07-11 17:30:00",229681,13.16,0.743,18.78,1,0.993,0.25
"2021-07-11 17:45:00",229682,13.17,0.744,18.72,1,0.994,0.25
"2021-07-11 18:00:00",229683,13.17,0.743,18.68,1,0.993,0.25
"2021-07-11 18:15:00",229684,13.18,0.742,18.65,1,0.992,0.25
"2021-07-11 18:30:00",229685,13.18,0.74,18.62,1,0.99,0.25
"2021-07-11 18:45:00",229686,13.18,0.74,18.59,1,0.989,0.25
"2021-07-11 19:00:00",229687,13.13,0.738,18.57,1,0.988,0.25
"2021-07-11 19:15:00",229688,13.11,0.739,18.55,1,0.989,0.25
"2021-07-11 19:30:00",229689,13.09,0.737,18.52,1,0.987,0.25
"2021-07-11 19:45:00",229690,13.06,0.737,18.46,1,0.987,0.25
"2021-07-11 20:00:00",229691,13.04,0.736,18.4,1,0.986,0.25
"2021-07-11 20:15:00",229692,13.02,0.734,18.35,1,0.984,0.25
"2021-07-11 20:30:00",229693,13.01,0.734,18.28,1,0.984,0.25
"2021-07-11 20:45:00",229694,12.99,0.733,18.22,1,0.983,0.25
"2021-07-11 21:00:00",229695,12.97,0.735,18.15,1,0.984,0.25
"2021-07-11 21:15:00",229696,12.96,0.733,18.07,1,0.983,0.25
"2021-07-11 21:30:00",229697,12.94,0.733,18,1,0.983,0.25
"2021-07-11 21:45:00",229698,12.93,0.733,17.93,1,0.983,0.25
