"TOA5","DanaFk._297","CR800","15297","CR800.Std.11","CPU:DanaFk_downloaded_20210707.cr8","13686","T15min"
"2021-09-15 21:00:00",236031,12.62,0.501,13.67,1,0.751,0.25
"2021-09-15 21:15:00",236032,12.62,0.502,13.54,1,0.752,0.25
"2021-09-15 21:30:00",236033,12.61,0.501,13.4,1,0.751,0.25
"2021-09-15 21:45:00",236034,12.61,0.502,13.27,1,0.751,0.25
"2021-09-15 22:00:00",236035,12.6,0.501,13.13,1,0.75,0.25
"2021-09-15 22:15:00",236036,12.6,0.501,12.99,1,0.751,0.25
"2021-09-15 22:30:00",236037,12.6,0.501,12.85,1,0.751,0.25
"2021-09-15 22:45:00",236038,12.6,0.5,12.7,1,0.75,0.25
"2021-09-15 23:00:00",236039,12.6,0.5,12.56,1,0.749,0.25
"2021-09-15 23:15:00",236040,12.6,0.5,12.43,1,0.749,0.25
"2021-09-15 23:30:00",236041,12.6,0.5,12.29,1,0.75,0.25
"2021-09-15 23:45:00",236042,12.59,0.499,12.15,1,0.748,0.25
"2021-09-16 00:00:00",236043,12.59,0.497,12.02,1,0.747,0.25
"2021-09-16 00:15:00",236044,12.59,0.496,11.89,1,0.746,0.25
"2021-09-16 00:30:00",236045,12.59,0.494,11.76,1,0.743,0.25
"2021-09-16 00:45:00",236046,12.58,0.491,11.62,1,0.741,0.25
"2021-09-16 01:00:00",236047,12.58,0.491,11.5,1,0.74,0.25
"2021-09-16 01:15:00",236048,12.58,0.492,11.38,1,0.742,0.25
"2021-09-16 01:30:00",236049,12.58,0.494,11.25,1,0.743,0.25
"2021-09-16 01:45:00",236050,12.58,0.495,11.13,1,0.745,0.25
"2021-09-16 02:00:00",236051,12.57,0.496,11.01,1,0.745,0.25
"2021-09-16 02:15:00",236052,12.57,0.494,10.88,1,0.744,0.25
"2021-09-16 02:30:00",236053,12.57,0.494,10.75,1,0.744,0.25
"2021-09-16 02:45:00",236054,12.57,0.494,10.63,1,0.744,0.25
"2021-09-16 03:00:00",236055,12.56,0.493,10.52,1,0.743,0.25
"2021-09-16 03:15:00",236056,12.57,0.493,10.41,1,0.743,0.25
"2021-09-16 03:30:00",236057,12.56,0.492,10.3,1,0.742,0.25
"2021-09-16 03:45:00",236058,12.56,0.492,10.19,1,0.742,0.25
"2021-09-16 04:00:00",236059,12.56,0.491,10.09,1,0.741,0.25
"2021-09-16 04:15:00",236060,12.56,0.491,9.98,1,0.74,0.25
"2021-09-16 04:30:00",236061,12.56,0.49,9.88,1,0.74,0.25
"2021-09-16 04:45:00",236062,12.56,0.49,9.78,1,0.74,0.25
"2021-09-16 05:00:00",236063,12.56,0.49,9.69,1,0.739,0.25
"2021-09-16 05:15:00",236064,12.56,0.489,9.59,1,0.738,0.25
"2021-09-16 05:30:00",236065,12.55,0.488,9.49,1,0.738,0.25
"2021-09-16 05:45:00",236066,12.55,0.488,9.39,1,0.738,0.25
"2021-09-16 06:00:00",236067,12.55,0.487,9.3,1,0.737,0.25
"2021-09-16 06:15:00",236068,12.55,0.488,9.22,1,0.737,0.25
"2021-09-16 06:30:00",236069,12.55,0.487,9.14,1,0.737,0.25
"2021-09-16 06:45:00",236070,12.55,0.487,9.05,1,0.736,0.25
"2021-09-16 07:00:00",236071,12.55,0.486,8.97,1,0.736,0.25
"2021-09-16 07:15:00",236072,12.55,0.486,8.9,1,0.736,0.25
"2021-09-16 07:30:00",236073,12.54,0.486,8.83,1,0.736,0.25
"2021-09-16 07:45:00",236074,12.54,0.485,8.76,1,0.735,0.25
"2021-09-16 08:00:00",236075,12.54,0.484,8.71,1,0.733,0.25
"2021-09-16 08:15:00",236076,12.54,0.482,8.68,1,0.732,0.25
"2021-09-16 08:30:00",236077,12.54,0.48,8.66,1,0.73,0.25
"2021-09-16 08:45:00",236078,12.54,0.479,8.64,1,0.729,0.25
"2021-09-16 09:00:00",236079,12.55,0.479,8.63,1,0.728,0.25
"2021-09-16 09:15:00",236080,12.55,0.48,8.73,1,0.73,0.25
"2021-09-16 09:30:00",236081,12.55,0.483,8.86,1,0.733,0.25
"2021-09-16 09:45:00",236082,12.55,0.486,8.98,1,0.735,0.25
"2021-09-16 10:00:00",236083,12.55,0.487,9.11,1,0.737,0.25
"2021-09-16 10:15:00",236084,12.56,0.487,9.18,1,0.736,0.25
"2021-09-16 10:30:00",236085,12.56,0.487,9.22,1,0.736,0.25
"2021-09-16 10:45:00",236086,12.57,0.487,9.33,1,0.737,0.25
"2021-09-16 11:00:00",236087,12.57,0.488,9.45,1,0.737,0.25
"2021-09-16 11:15:00",236088,12.57,0.488,9.54,1,0.738,0.25
"2021-09-16 11:30:00",236089,12.58,0.489,9.73,1,0.739,0.25
"2021-09-16 11:45:00",236090,12.58,0.488,9.86,1,0.738,0.25
"2021-09-16 12:00:00",236091,12.59,0.489,9.97,1,0.739,0.25
"2021-09-16 12:15:00",236092,12.59,0.49,10.14,1,0.74,0.25
"2021-09-16 12:30:00",236093,12.6,0.491,10.38,1,0.74,0.25
"2021-09-16 12:45:00",236094,12.61,0.491,10.64,1,0.741,0.25
"2021-09-16 13:00:00",236095,12.61,0.493,10.88,1,0.742,0.25
"2021-09-16 13:15:00",236096,12.61,0.493,11.13,1,0.743,0.25
"2021-09-16 13:30:00",236097,12.62,0.493,11.42,1,0.743,0.25
"2021-09-16 13:45:00",236098,12.62,0.495,11.63,1,0.745,0.25
"2021-09-16 14:00:00",236099,12.63,0.496,11.82,1,0.746,0.25
"2021-09-16 14:15:00",236100,12.63,0.497,12.04,1,0.747,0.25
"2021-09-16 14:30:00",236101,12.63,0.497,12.23,1,0.746,0.25
"2021-09-16 14:45:00",236102,12.63,0.497,12.36,1,0.747,0.25
"2021-09-16 15:00:00",236103,12.64,0.496,12.53,1,0.746,0.25
"2021-09-16 15:15:00",236104,12.64,0.499,12.7,1,0.748,0.25
"2021-09-16 15:30:00",236105,12.65,0.496,12.82,1,0.746,0.25
"2021-09-16 15:45:00",236106,12.65,0.497,12.97,1,0.747,0.25
"2021-09-16 16:00:00",236107,12.65,0.5,13.14,1,0.749,0.25
"2021-09-16 16:15:00",236108,12.65,0.499,13.28,1,0.749,0.25
"2021-09-16 16:30:00",236109,12.65,0.499,13.38,1,0.748,0.25
"2021-09-16 16:45:00",236110,12.65,0.5,13.45,1,0.75,0.25
"2021-09-16 17:00:00",236111,12.65,0.5,13.51,1,0.749,0.25
"2021-09-16 17:15:00",236112,12.65,0.5,13.57,1,0.749,0.25
"2021-09-16 17:30:00",236113,12.65,0.5,13.61,1,0.749,0.25
"2021-09-16 17:45:00",236114,12.65,0.5,13.68,1,0.75,0.25
"2021-09-16 18:00:00",236115,12.65,0.501,13.73,1,0.751,0.25
"2021-09-16 18:15:00",236116,12.65,0.5,13.74,1,0.75,0.25
"2021-09-16 18:30:00",236117,12.65,0.499,13.74,1,0.749,0.25
"2021-09-16 18:45:00",236118,12.65,0.497,13.7,1,0.746,0.25
"2021-09-16 19:00:00",236119,12.65,0.496,13.68,1,0.746,0.25
"2021-09-16 19:15:00",236120,12.65,0.495,13.63,1,0.745,0.25
"2021-09-16 19:30:00",236121,12.64,0.495,13.57,1,0.744,0.25
"2021-09-16 19:45:00",236122,12.64,0.496,13.49,1,0.745,0.25
"2021-09-16 20:00:00",236123,12.64,0.496,13.41,1,0.745,0.25
"2021-09-16 20:15:00",236124,12.64,0.495,13.33,1,0.745,0.25
"2021-09-16 20:30:00",236125,12.64,0.495,13.24,1,0.745,0.25
"2021-09-16 20:45:00",236126,12.63,0.495,13.13,1,0.745,0.25
"2021-09-16 21:00:00",236127,12.63,0.495,13.02,1,0.745,0.25
"2021-09-16 21:15:00",236128,12.63,0.496,12.91,1,0.745,0.25
"2021-09-16 21:30:00",236129,12.63,0.495,12.78,1,0.745,0.25
"2021-09-16 21:45:00",236130,12.62,0.496,12.66,1,0.745,0.25
"2021-09-16 22:00:00",236131,12.62,0.496,12.53,1,0.746,0.25
"2021-09-16 22:15:00",236132,12.62,0.499,12.4,1,0.748,0.25
"2021-09-16 22:30:00",236133,12.62,0.5,12.26,1,0.75,0.25
"2021-09-16 22:45:00",236134,12.61,0.501,12.13,1,0.75,0.25
"2021-09-16 23:00:00",236135,12.61,0.501,11.99,1,0.751,0.25
"2021-09-16 23:15:00",236136,12.61,0.501,11.84,1,0.751,0.25
"2021-09-16 23:30:00",236137,12.6,0.501,11.71,1,0.751,0.25
"2021-09-16 23:45:00",236138,12.6,0.5,11.58,1,0.75,0.25
"2021-09-17 00:00:00",236139,12.6,0.5,11.45,1,0.75,0.25
"2021-09-17 00:15:00",236140,12.6,0.5,11.32,1,0.75,0.25
"2021-09-17 00:30:00",236141,12.6,0.5,11.19,1,0.749,0.25
"2021-09-17 00:45:00",236142,12.6,0.5,11.07,1,0.749,0.25
"2021-09-17 01:00:00",236143,12.59,0.499,10.92,1,0.749,0.25
"2021-09-17 01:15:00",236144,12.59,0.499,10.79,1,0.749,0.25
"2021-09-17 01:30:00",236145,12.59,0.499,10.66,1,0.748,0.25
"2021-09-17 01:45:00",236146,12.59,0.498,10.54,1,0.748,0.25
"2021-09-17 02:00:00",236147,12.59,0.498,10.42,1,0.747,0.25
"2021-09-17 02:15:00",236148,12.58,0.497,10.29,1,0.747,0.25
"2021-09-17 02:30:00",236149,12.58,0.498,10.17,1,0.747,0.25
"2021-09-17 02:45:00",236150,12.58,0.496,10.06,1,0.746,0.25
"2021-09-17 03:00:00",236151,12.58,0.496,9.93,1,0.746,0.25
"2021-09-17 03:15:00",236152,12.57,0.495,9.83,1,0.745,0.25
"2021-09-17 03:30:00",236153,12.57,0.495,9.72,1,0.744,0.25
"2021-09-17 03:45:00",236154,12.57,0.495,9.61,1,0.745,0.25
"2021-09-17 04:00:00",236155,12.57,0.494,9.48,1,0.744,0.25
"2021-09-17 04:15:00",236156,12.57,0.494,9.36,1,0.744,0.25
"2021-09-17 04:30:00",236157,12.56,0.494,9.28,1,0.743,0.25
"2021-09-17 04:45:00",236158,12.56,0.494,9.18,1,0.743,0.25
"2021-09-17 05:00:00",236159,12.56,0.493,9.07,1,0.743,0.25
"2021-09-17 05:15:00",236160,12.56,0.492,8.98,1,0.742,0.25
"2021-09-17 05:30:00",236161,12.56,0.491,8.91,1,0.741,0.25
"2021-09-17 05:45:00",236162,12.56,0.491,8.82,1,0.741,0.25
"2021-09-17 06:00:00",236163,12.56,0.491,8.73,1,0.741,0.25
"2021-09-17 06:15:00",236164,12.56,0.49,8.64,1,0.74,0.25
"2021-09-17 06:30:00",236165,12.56,0.49,8.56,1,0.74,0.25
"2021-09-17 06:45:00",236166,12.55,0.489,8.48,1,0.739,0.25
"2021-09-17 07:00:00",236167,12.56,0.49,8.4,1,0.739,0.25
"2021-09-17 07:15:00",236168,12.56,0.489,8.32,1,0.739,0.25
"2021-09-17 07:30:00",236169,12.55,0.488,8.26,1,0.738,0.25
"2021-09-17 07:45:00",236170,12.55,0.488,8.2,1,0.738,0.25
"2021-09-17 08:00:00",236171,12.55,0.488,8.14,1,0.738,0.25
"2021-09-17 08:15:00",236172,12.55,0.489,8.1,1,0.738,0.25
"2021-09-17 08:30:00",236173,12.55,0.489,8.06,1,0.738,0.25
"2021-09-17 08:45:00",236174,12.55,0.489,8.04,1,0.738,0.25
"2021-09-17 09:00:00",236175,12.55,0.489,8.02,1,0.738,0.25
"2021-09-17 09:15:00",236176,12.56,0.49,8.13,1,0.74,0.25
"2021-09-17 09:30:00",236177,12.56,0.49,8.25,1,0.74,0.25
"2021-09-17 09:45:00",236178,12.56,0.49,8.41,1,0.739,0.25
"2021-09-17 10:00:00",236179,12.56,0.491,8.52,1,0.74,0.25
"2021-09-17 10:15:00",236180,12.56,0.491,8.58,1,0.74,0.25
"2021-09-17 10:30:00",236181,12.58,0.491,8.62,1,0.741,0.25
"2021-09-17 10:45:00",236182,12.57,0.491,8.73,1,0.74,0.25
"2021-09-17 11:00:00",236183,12.58,0.491,8.81,1,0.741,0.25
"2021-09-17 11:15:00",236184,12.58,0.491,9.02,1,0.741,0.25
"2021-09-17 11:30:00",236185,12.59,0.493,9.27,1,0.743,0.25
"2021-09-17 11:45:00",236186,12.59,0.491,9.47,1,0.741,0.25
"2021-09-17 12:00:00",236187,12.6,0.491,9.76,1,0.741,0.25
"2021-09-17 12:15:00",236188,12.61,0.49,10.03,1,0.74,0.25
"2021-09-17 12:30:00",236189,12.61,0.489,10.08,1,0.738,0.25
"2021-09-17 12:45:00",236190,12.62,0.487,10.3,1,0.737,0.25
"2021-09-17 13:00:00",236191,12.62,0.488,10.51,1,0.738,0.25
"2021-09-17 13:15:00",236192,12.63,0.486,10.72,1,0.736,0.25
"2021-09-17 13:30:00",236193,12.63,0.488,10.99,1,0.737,0.25
"2021-09-17 13:45:00",236194,12.63,0.489,11.14,1,0.739,0.25
"2021-09-17 14:00:00",236195,12.64,0.491,11.31,1,0.741,0.25
"2021-09-17 14:15:00",236196,12.64,0.49,11.5,1,0.74,0.25
"2021-09-17 14:30:00",236197,12.65,0.49,11.65,1,0.74,0.25
"2021-09-17 14:45:00",236198,12.65,0.489,11.84,1,0.739,0.25
"2021-09-17 15:00:00",236199,12.65,0.49,11.98,1,0.74,0.25
"2021-09-17 15:15:00",236200,12.65,0.492,12.08,1,0.742,0.25
"2021-09-17 15:30:00",236201,12.65,0.491,12.15,1,0.74,0.25
"2021-09-17 15:45:00",236202,12.65,0.491,12.23,1,0.741,0.25
"2021-09-17 16:00:00",236203,12.66,0.492,12.31,1,0.742,0.25
"2021-09-17 16:15:00",236204,12.66,0.495,12.36,1,0.745,0.25
"2021-09-17 16:30:00",236205,12.66,0.496,12.43,1,0.745,0.25
"2021-09-17 16:45:00",236206,12.65,0.498,12.47,1,0.747,0.25
"2021-09-17 17:00:00",236207,12.65,0.501,12.52,1,0.75,0.25
"2021-09-17 17:15:00",236208,12.66,0.498,12.61,1,0.748,0.25
"2021-09-17 17:30:00",236209,12.66,0.499,12.66,1,0.749,0.25
"2021-09-17 17:45:00",236210,12.66,0.5,12.7,1,0.75,0.25
"2021-09-17 18:00:00",236211,12.66,0.499,12.74,1,0.749,0.25
"2021-09-17 18:15:00",236212,12.65,0.5,12.76,1,0.75,0.25
"2021-09-17 18:30:00",236213,12.65,0.501,12.76,1,0.751,0.25
"2021-09-17 18:45:00",236214,12.65,0.501,12.72,1,0.75,0.25
"2021-09-17 19:00:00",236215,12.65,0.5,12.7,1,0.75,0.25
"2021-09-17 19:15:00",236216,12.65,0.501,12.65,1,0.75,0.25
"2021-09-17 19:30:00",236217,12.64,0.501,12.58,1,0.75,0.25
"2021-09-17 19:45:00",236218,12.64,0.501,12.52,1,0.75,0.25
"2021-09-17 20:00:00",236219,12.64,0.501,12.44,1,0.75,0.25
"2021-09-17 20:15:00",236220,12.64,0.5,12.35,1,0.75,0.25
"2021-09-17 20:30:00",236221,12.64,0.501,12.26,1,0.75,0.25
"2021-09-17 20:45:00",236222,12.63,0.501,12.15,1,0.75,0.25
"2021-09-17 21:00:00",236223,12.63,0.501,12.03,1,0.75,0.25
"2021-09-17 21:15:00",236224,12.63,0.5,11.91,1,0.749,0.25
"2021-09-17 21:30:00",236225,12.63,0.501,11.79,1,0.75,0.25
"2021-09-17 21:45:00",236226,12.62,0.5,11.67,1,0.75,0.25
"2021-09-17 22:00:00",236227,12.62,0.5,11.54,1,0.749,0.25
"2021-09-17 22:15:00",236228,12.62,0.501,11.43,1,0.75,0.25
"2021-09-17 22:30:00",236229,12.62,0.5,11.32,1,0.749,0.25
"2021-09-17 22:45:00",236230,12.61,0.5,11.22,1,0.749,0.25
"2021-09-17 23:00:00",236231,12.61,0.5,11.1,1,0.749,0.25
"2021-09-17 23:15:00",236232,12.61,0.499,11.01,1,0.749,0.25
"2021-09-17 23:30:00",236233,12.61,0.499,10.9,1,0.749,0.25
"2021-09-17 23:45:00",236234,12.61,0.499,10.78,1,0.748,0.25
"2021-09-18 00:00:00",236235,12.61,0.498,10.66,1,0.747,0.25
"2021-09-18 00:15:00",236236,12.61,0.498,10.56,1,0.748,0.25
"2021-09-18 00:30:00",236237,12.6,0.498,10.46,1,0.747,0.25
"2021-09-18 00:45:00",236238,12.6,0.497,10.34,1,0.746,0.25
"2021-09-18 01:00:00",236239,12.6,0.497,10.24,1,0.746,0.25
"2021-09-18 01:15:00",236240,12.6,0.497,10.13,1,0.746,0.25
"2021-09-18 01:30:00",236241,12.6,0.496,10.02,1,0.745,0.25
"2021-09-18 01:45:00",236242,12.6,0.495,9.9,1,0.745,0.25
"2021-09-18 02:00:00",236243,12.6,0.495,9.79,1,0.745,0.25
"2021-09-18 02:15:00",236244,12.6,0.495,9.7,1,0.744,0.25
"2021-09-18 02:30:00",236245,12.6,0.494,9.6,1,0.744,0.25
"2021-09-18 02:45:00",236246,12.6,0.494,9.51,1,0.744,0.25
"2021-09-18 03:00:00",236247,12.59,0.493,9.41,1,0.743,0.25
"2021-09-18 03:15:00",236248,12.59,0.493,9.31,1,0.743,0.25
"2021-09-18 03:30:00",236249,12.59,0.493,9.21,1,0.743,0.25
"2021-09-18 03:45:00",236250,12.59,0.492,9.12,1,0.742,0.25
"2021-09-18 04:00:00",236251,12.59,0.492,9.02,1,0.742,0.25
"2021-09-18 04:15:00",236252,12.58,0.491,8.93,1,0.741,0.25
"2021-09-18 04:30:00",236253,12.58,0.49,8.84,1,0.74,0.25
"2021-09-18 04:45:00",236254,12.58,0.49,8.76,1,0.74,0.25
"2021-09-18 05:00:00",236255,12.58,0.488,8.66,1,0.737,0.25
"2021-09-18 05:15:00",236256,12.58,0.485,8.58,1,0.735,0.25
"2021-09-18 05:30:00",236257,12.57,0.484,8.49,1,0.733,0.25
"2021-09-18 05:45:00",236258,12.57,0.482,8.41,1,0.732,0.25
"2021-09-18 06:00:00",236259,12.57,0.482,8.31,1,0.731,0.25
"2021-09-18 06:15:00",236260,12.57,0.481,8.24,1,0.731,0.25
"2021-09-18 06:30:00",236261,12.57,0.481,8.17,1,0.731,0.25
"2021-09-18 06:45:00",236262,12.56,0.481,8.08,1,0.731,0.25
"2021-09-18 07:00:00",236263,12.56,0.481,7.986,1,0.731,0.25
"2021-09-18 07:15:00",236264,12.56,0.481,7.912,1,0.73,0.25
"2021-09-18 07:30:00",236265,12.56,0.48,7.839,1,0.73,0.25
"2021-09-18 07:45:00",236266,12.56,0.48,7.767,1,0.73,0.25
"2021-09-18 08:00:00",236267,12.56,0.481,7.703,1,0.731,0.25
"2021-09-18 08:15:00",236268,12.56,0.483,7.646,1,0.733,0.25
"2021-09-18 08:30:00",236269,12.56,0.485,7.602,1,0.735,0.25
"2021-09-18 08:45:00",236270,12.56,0.487,7.579,1,0.737,0.25
"2021-09-18 09:00:00",236271,12.56,0.487,7.561,1,0.737,0.25
"2021-09-18 09:15:00",236272,12.56,0.488,7.701,1,0.738,0.25
"2021-09-18 09:30:00",236273,12.56,0.489,7.802,1,0.738,0.25
"2021-09-18 09:45:00",236274,12.56,0.489,7.955,1,0.739,0.25
"2021-09-18 10:00:00",236275,12.56,0.49,8.04,1,0.739,0.25
"2021-09-18 10:15:00",236276,12.57,0.49,8.08,1,0.74,0.25
"2021-09-18 10:30:00",236277,12.58,0.49,8.13,1,0.74,0.25
"2021-09-18 10:45:00",236278,12.58,0.489,8.18,1,0.738,0.25
"2021-09-18 11:00:00",236279,12.59,0.494,8.26,1,0.743,0.25
"2021-09-18 11:15:00",236280,12.58,0.489,8.47,1,0.739,0.25
"2021-09-18 11:30:00",236281,12.59,0.49,8.56,1,0.74,0.25
"2021-09-18 11:45:00",236282,12.59,0.489,8.69,1,0.738,0.25
"2021-09-18 12:00:00",236283,12.6,0.492,9.13,1,0.741,0.25
"2021-09-18 12:15:00",236284,12.6,0.492,9.47,1,0.742,0.25
"2021-09-18 12:30:00",236285,12.62,0.49,9.66,1,0.74,0.25
"2021-09-18 12:45:00",236286,12.62,0.495,9.8,1,0.744,0.25
"2021-09-18 13:00:00",236287,12.62,0.493,9.93,1,0.743,0.25
"2021-09-18 13:15:00",236288,12.62,0.494,10.29,1,0.744,0.25
"2021-09-18 13:30:00",236289,12.62,0.495,10.5,1,0.744,0.25
"2021-09-18 13:45:00",236290,12.63,0.497,10.74,1,0.747,0.25
"2021-09-18 14:00:00",236291,12.63,0.496,11.01,1,0.746,0.25
"2021-09-18 14:15:00",236292,12.63,0.496,11.11,1,0.746,0.25
"2021-09-18 14:30:00",236293,12.64,0.499,11.18,1,0.748,0.25
"2021-09-18 14:45:00",236294,12.63,0.497,11.32,1,0.747,0.25
"2021-09-18 15:00:00",236295,12.64,0.498,11.43,1,0.748,0.25
"2021-09-18 15:15:00",236296,12.65,0.499,11.55,1,0.749,0.25
"2021-09-18 15:30:00",236297,12.65,0.499,11.67,1,0.749,0.25
"2021-09-18 15:45:00",236298,12.65,0.5,11.75,1,0.749,0.25
"2021-09-18 16:00:00",236299,12.65,0.497,11.86,1,0.747,0.25
"2021-09-18 16:15:00",236300,12.65,0.502,11.94,1,0.752,0.25
"2021-09-18 16:30:00",236301,12.65,0.502,12.02,1,0.752,0.25
"2021-09-18 16:45:00",236302,12.65,0.5,12.14,1,0.75,0.25
"2021-09-18 17:00:00",236303,12.65,0.501,12.23,1,0.751,0.25
"2021-09-18 17:15:00",236304,12.65,0.498,12.32,1,0.748,0.25
"2021-09-18 17:30:00",236305,12.65,0.496,12.38,1,0.746,0.25
"2021-09-18 17:45:00",236306,12.65,0.494,12.39,1,0.744,0.25
"2021-09-18 18:00:00",236307,12.64,0.493,12.41,1,0.742,0.25
"2021-09-18 18:15:00",236308,12.65,0.492,12.38,1,0.742,0.25
"2021-09-18 18:30:00",236309,12.64,0.492,12.37,1,0.742,0.25
"2021-09-18 18:45:00",236310,12.64,0.491,12.33,1,0.741,0.25
"2021-09-18 19:00:00",236311,12.64,0.492,12.3,1,0.741,0.25
"2021-09-18 19:15:00",236312,12.64,0.491,12.23,1,0.74,0.25
"2021-09-18 19:30:00",236313,12.64,0.49,12.15,1,0.74,0.25
"2021-09-18 19:45:00",236314,12.63,0.491,12.09,1,0.74,0.25
"2021-09-18 20:00:00",236315,12.63,0.491,12.02,1,0.741,0.25
"2021-09-18 20:15:00",236316,12.63,0.491,11.95,1,0.741,0.25
"2021-09-18 20:30:00",236317,12.63,0.491,11.84,1,0.74,0.25
"2021-09-18 20:45:00",236318,12.63,0.491,11.75,1,0.74,0.25
"2021-09-18 21:00:00",236319,12.62,0.491,11.65,1,0.741,0.25
"2021-09-18 21:15:00",236320,12.62,0.493,11.55,1,0.742,0.25
"2021-09-18 21:30:00",236321,12.62,0.494,11.43,1,0.744,0.25
"2021-09-18 21:45:00",236322,12.62,0.495,11.31,1,0.745,0.25
"2021-09-18 22:00:00",236323,12.61,0.495,11.18,1,0.745,0.25
"2021-09-18 22:15:00",236324,12.61,0.496,11.04,1,0.746,0.25
"2021-09-18 22:30:00",236325,12.61,0.495,10.9,1,0.745,0.25
"2021-09-18 22:45:00",236326,12.61,0.496,10.75,1,0.745,0.25
"2021-09-18 23:00:00",236327,12.61,0.495,10.61,1,0.744,0.25
"2021-09-18 23:15:00",236328,12.6,0.495,10.48,1,0.745,0.25
"2021-09-18 23:30:00",236329,12.6,0.494,10.35,1,0.744,0.25
"2021-09-18 23:45:00",236330,12.6,0.495,10.21,1,0.745,0.25
"2021-09-19 00:00:00",236331,12.6,0.495,10.09,1,0.745,0.25
"2021-09-19 00:15:00",236332,12.59,0.495,9.95,1,0.744,0.25
"2021-09-19 00:30:00",236333,12.59,0.494,9.81,1,0.744,0.25
"2021-09-19 00:45:00",236334,12.59,0.494,9.68,1,0.744,0.25
