Date_Time,lvl_cm,temp_C
2019-08-14 20:54:06,762.11,20.523
2019-08-14 21:24:06,765.0,27.661
2019-08-14 21:54:06,761.13,34.979
2019-08-14 22:24:06,820.75,16.056
2019-08-14 22:54:06,820.47,16.108
2019-08-14 23:24:06,820.46,16.188
2019-08-14 23:54:06,820.29,16.198
2019-08-15 00:24:06,820.38,16.129
2019-08-15 00:54:06,820.32,15.992
2019-08-15 01:24:06,820.28,15.807
2019-08-15 01:54:06,820.29,15.559
2019-08-15 02:24:06,820.47,15.312
2019-08-15 02:54:06,820.62,15.034
2019-08-15 03:24:06,820.85,14.769
2019-08-15 03:54:06,821.0,14.526
2019-08-15 04:24:06,821.22,14.268
2019-08-15 04:54:06,821.31,14.005
2019-08-15 05:24:06,821.29,13.721
2019-08-15 05:54:06,821.25,13.45
2019-08-15 06:24:06,821.45,13.162
2019-08-15 06:54:06,821.48,12.895
2019-08-15 07:24:06,821.43,12.629
2019-08-15 07:54:06,821.61,12.378
2019-08-15 08:24:06,821.67,12.136
2019-08-15 08:54:06,821.67,11.918
2019-08-15 09:24:06,821.6,11.707
2019-08-15 09:54:06,821.73,11.502
2019-08-15 10:24:06,821.77,11.307
2019-08-15 10:54:06,821.87,11.121
2019-08-15 11:24:06,821.73,10.938
2019-08-15 11:54:06,821.81,10.755
2019-08-15 12:24:06,821.9,10.587
2019-08-15 12:54:06,821.83,10.422
2019-08-15 13:24:06,821.92,10.253
2019-08-15 13:54:06,822.08,10.086
2019-08-15 14:24:06,822.13,9.928
2019-08-15 14:54:06,822.14,9.804
2019-08-15 15:24:06,822.06,9.701
2019-08-15 15:54:06,822.0,9.663
2019-08-15 16:24:06,821.81,9.737
2019-08-15 16:54:06,821.91,9.91
2019-08-15 17:24:06,821.87,10.16
2019-08-15 17:54:06,821.75,10.459
2019-08-15 18:24:06,821.64,10.996
2019-08-15 18:54:06,821.4,11.482
2019-08-15 19:24:06,821.06,12.279
2019-08-15 19:54:06,820.74,13.059
2019-08-15 20:24:06,820.38,13.842
2019-08-15 20:54:06,820.32,14.554
2019-08-15 21:24:06,820.02,15.204
2019-08-15 21:54:06,819.81,15.772
2019-08-15 22:24:06,819.58,16.181
2019-08-15 22:54:06,819.38,16.357
