Date_Time,lvl_cm,temp_C
2019-08-14 15:55:47,767.79,13.543
2019-08-14 16:25:47,771.44,18.158
2019-08-14 16:55:47,793.08,8.599
2019-08-14 17:25:47,792.94,8.279
2019-08-14 17:55:47,792.84,8.446
2019-08-14 18:25:47,792.64,8.758
2019-08-14 18:55:47,792.48,9.139
2019-08-14 19:25:47,792.34,9.551
2019-08-14 19:55:47,792.13,9.981
2019-08-14 20:25:47,792.0,10.501
2019-08-14 20:55:47,791.98,11.038
2019-08-14 21:25:47,791.95,11.587
2019-08-14 21:55:47,792.01,12.041
2019-08-14 22:25:47,792.05,12.212
2019-08-14 22:55:47,792.08,12.182
2019-08-14 23:25:47,792.21,11.902
2019-08-14 23:55:47,792.45,11.648
2019-08-15 00:25:47,792.81,11.452
2019-08-15 00:55:47,793.14,11.294
2019-08-15 01:25:47,793.53,11.148
2019-08-15 01:55:47,794.05,11.047
2019-08-15 02:25:47,794.44,10.989
2019-08-15 02:55:47,794.93,10.916
2019-08-15 03:25:47,795.32,10.818
2019-08-15 03:55:47,795.61,10.695
2019-08-15 04:25:47,795.8,10.552
2019-08-15 04:55:47,795.75,10.395
2019-08-15 05:25:47,795.67,10.238
2019-08-15 05:55:47,795.55,10.085
2019-08-15 06:25:47,795.46,9.93
2019-08-15 06:55:47,795.27,9.774
2019-08-15 07:25:47,795.07,9.621
2019-08-15 07:55:47,794.94,9.472
2019-08-15 08:25:47,794.86,9.328
2019-08-15 08:55:47,794.57,9.183
2019-08-15 09:25:47,794.38,9.04
2019-08-15 09:55:47,794.34,8.898
2019-08-15 10:25:47,794.17,8.756
2019-08-15 10:55:47,794.04,8.615
2019-08-15 11:25:47,793.84,8.476
2019-08-15 11:55:47,793.73,8.346
2019-08-15 12:25:47,793.63,8.221
2019-08-15 12:55:47,793.49,8.105
2019-08-15 13:25:47,793.52,7.994
2019-08-15 13:55:47,793.48,7.896
2019-08-15 14:25:47,793.41,7.823
2019-08-15 14:55:47,793.32,7.791
2019-08-15 15:25:47,793.17,7.818
2019-08-15 15:55:47,793.06,7.908
2019-08-15 16:25:47,792.85,8.043
2019-08-15 16:55:47,792.81,8.204
2019-08-15 17:25:47,792.68,8.381
2019-08-15 17:55:47,792.47,8.626
2019-08-15 18:25:47,792.29,8.967
2019-08-15 18:55:47,791.94,9.35
2019-08-15 19:25:47,791.61,9.737
2019-08-15 19:55:47,791.36,10.125
2019-08-15 20:25:47,791.09,10.597
2019-08-15 20:55:47,791.14,11.126
2019-08-15 21:25:47,790.96,11.679
2019-08-15 21:55:47,791.0,12.164
2019-08-15 22:25:47,790.95,12.348
2019-08-15 22:55:47,790.93,12.325
2019-08-15 23:25:47,790.93,12.048
2019-08-15 23:55:47,791.05,11.798
2019-08-16 00:25:47,791.41,11.636
2019-08-16 00:55:47,791.76,11.506
2019-08-16 01:25:47,792.1,11.38
2019-08-16 01:55:47,792.47,11.287
2019-08-16 02:25:47,792.76,11.236
2019-08-16 02:55:47,793.11,11.181
